fea_name,n,missing,mean,median,std,min,p01,p05,p25,p75,p95,p99,max,iqr,p99_p01,fraction_eq_0,fraction_le_0_01,fraction_le_0_05,fraction_ge_0_95,fraction_ge_0_99,n_unique,train_mean,train_median,validation_mean,validation_median,test_mean,test_median,mean_range_across_splits,median_range_across_splits,max_abs_mean_deviation_from_pooled,max_abs_median_deviation_from_pooled
LowerLipDepressorL,51810,0,0.04508645735936293,6.41052206977466e-12,0.12641524568675142,0.0,1.401298464324817e-45,1.401298464324817e-45,2.866110086817984e-25,0.0031731309718452,0.3911632493138313,0.5547685873508439,1.0,0.0031731309718452,0.5547685873508439,0.0035321366531557616,0.7864697934761629,0.8559544489480795,0.00021231422505307856,0.00013510905230650454,40041,0.033718082055367034,6.128153269124165e-14,0.057586667037850585,1.873548954867132e-10,0.061347126848342544,2.904648188639669e-09,0.02762904479297551,2.904586907106978e-09,0.016260669488979612,2.8982376665698945e-09
LowerLipDepressorR,51810,0,0.043698978626072374,4.479336172813486e-11,0.12283748053619474,0.0,1.401298464324817e-45,1.401298464324817e-45,4.996203211562966e-24,0.005576055496931,0.3803193822503089,0.5489698541164397,1.0,0.005576055496931,0.5489698541164397,0.0035321366531557616,0.7756803705848292,0.8596602972399151,0.00015441034549314804,0.00011580775911986103,40396,0.03262209114559671,1.4141468486668363e-12,0.05598215882372292,2.6993465795932536e-10,0.05943732559719164,6.682743469710317e-09,0.026815234451594935,6.68132932286165e-09,0.01573834697111927,6.637950107982182e-09
MouthLeft,51810,0,0.004544651082106252,3.1324714200309245e-07,0.010651445013016304,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,6.4594278642251805e-18,0.008447388885542676,0.026620432361960294,0.03708294052630659,0.3410068452358246,0.008447388885542669,0.03708294052630659,0.0,0.7718201119475004,0.9956186064466319,0.0,0.0,39416,0.004019376327701882,1.3991003910973632e-08,0.004411780323535955,2.3060206899572222e-07,0.006019571995586086,5.177942512091249e-05,0.0020001956678842043,5.176543411700152e-05,0.0014749209134798345,5.14661779789094e-05
MouthRight,51810,0,0.0015866845770878945,2.716500915457315e-21,0.0078990078930234,0.0,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.727006591067948e-07,0.0107840709388256,0.026788772884756194,0.2868486046791076,1.727006591067948e-07,0.026788772884756194,0.004053271569195136,0.9324068712603745,0.9966415749855241,0.0,0.0,30872,0.0013033219635895303,2.3043853720213374e-24,0.0010246134797116777,7.343189360162862e-23,0.002881814026564791,6.24798146163161e-13,0.0018572005468531134,6.247981461608565e-13,0.0012951294494768966,6.2479814344666e-13
NoseWrinklerL,51810,0,0.07856209722982183,1.8627364539725025e-08,0.2079723678728134,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,3.304614367685023e-26,0.011915904469788,0.6282654970884319,0.9999999403953552,1.0,0.011915904469788,0.9999999403953552,0.0,0.6848098822621116,0.8179116000772052,0.018567844045551053,0.015865662999420962,39276,0.054754180685578246,1.4447490426228169e-10,0.13657571622558176,0.00117733736988155,0.08019063753480392,9.252635493339767e-07,0.08182153554000351,0.0011773372254066457,0.058013618995759936,0.0011773187425170102
NoseWrinklerR,51810,0,0.07857109731585028,2.0586452681436995e-10,0.20949413613085274,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.6313501771526615e-24,0.01084550120867785,0.6287083029747009,1.0,1.0,0.01084550120867785,1.0,0.0,0.7393939393939394,0.8154024319629415,0.019455703532136652,0.016309592742713763,40277,0.055067444344852376,1.320052303143554e-12,0.13649063450975982,1.8058608475257643e-05,0.07951950907348733,2.3458250897334657e-09,0.08142319016490744,1.805860715520534e-05,0.057919537193909534,1.8058402610730828e-05
OuterBrowRaiserL,51810,0,0.06183993905235443,0.003831083420664,0.1422068278310482,1.401298464324817e-45,2.802596928649634e-45,1.1346622245443947e-24,1.6088526990643004e-06,0.0480696056038141,0.36406115442514414,0.7445264816284165,0.9999999403953552,0.04806799675111503,0.7445264816284165,0.0,0.569195136074117,0.7551051920478672,0.0016020073344914108,0.0013896931094383323,44336,0.04459539017538744,0.0009443249145988,0.07344245825532157,0.0057995291426777,0.09400072006889892,0.01452579908072945,0.049405329893511485,0.01358147416613065,0.032160781016544494,0.01069471566006545
OuterBrowRaiserR,51810,0,0.07042065390931887,0.0107300346717238,0.14802808628446293,2.802596928649634e-45,4.408765408389921e-27,1.2483153616696395e-13,9.699587644718122e-05,0.0633372738957405,0.3904905453324315,0.7615433585643767,1.0,0.06324027801929331,0.7615433585643767,0.0,0.49226018143215594,0.7172360548156727,0.001640609920864698,0.0013896931094383323,45372,0.049439523441520826,0.00521346344612535,0.09421776229374283,0.02020432520657775,0.0996902915890916,0.02120222523808475,0.05025076814757077,0.0159887617919594,0.029269637679772725,0.010472190566360952
UpperLidRaiserL,51810,0,0.08900757142702573,1.0466390065744238e-07,0.19774091502755997,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.6318775849019892e-23,0.04310703650116915,0.6068579971790309,0.8774924808740614,0.9931721091270448,0.04310703650116915,0.8774924808740614,0.0,0.6575178536961976,0.7605674580196873,0.001524802161744837,3.860258637328701e-05,39021,0.08090961455868885,3.0877611578716824e-09,0.08408110193139129,1.288348983052856e-07,0.11467720417013677,0.00072197307599705,0.03376758961144792,0.0007219699882358921,0.025669632743111043,0.0007218684120963926
UpperLidRaiserR,51810,0,0.11137463758757056,6.362186582009599e-07,0.21964556648991265,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,2.6009347824174325e-27,0.08158693462610238,0.6752891540527344,0.8620462971925735,0.9982522130012512,0.08158693462610238,0.8620462971925735,0.0,0.6237598919127582,0.7204207681914688,0.0015441034549314803,0.00011580775911986103,36716,0.07917689510089587,8.825383090993455e-09,0.14720461930783627,6.059653401280229e-07,0.15699389894961316,0.0081282653845846,0.07781700384871729,0.008128256559201508,0.0456192613620426,0.008127629165926398
UpperLipRaiserL,51810,0,0.1291322497371952,0.0157238999381661,0.19607296857021514,1.401298464324817e-45,2.1734265298539768e-41,6.813175845493263e-24,1.3153020894662859e-08,0.20013587921857828,0.5830339342355725,0.7605952024459839,0.9999940991401672,0.2001358660655574,0.7605952024459839,0.0,0.4457826674387184,0.5839606253618993,0.00017371163867979154,9.650646593321752e-05,44908,0.1216749406697659,0.0108330454677343,0.1293945445230217,0.030915052630007198,0.14788320859555143,0.028342539444565752,0.026208267925785525,0.020082007162272895,0.01875095885835623,0.015191152691841098
UpperLipRaiserR,51810,0,0.13389220044110933,0.01718087866902345,0.2011136245881737,1.401298464324817e-45,1.0061793307910851e-36,3.065479520066784e-21,2.505572140876211e-07,0.20986942201852798,0.6003499984741211,0.7832518070936185,1.0,0.2098691714613139,0.7832518070936185,0.0,0.4268287975294345,0.5807180081065432,0.00023161551823972206,0.00017371163867979154,44911,0.12403421409030506,0.010865538846701349,0.13882263677886095,0.0362600460648536,0.1540109328541807,0.027500689029693548,0.02997671876387563,0.02539450721815225,0.020118732413071355,0.019079167395830147
