sequence_summary,representation,weighting,true_label,group_id,value,group_label
mean,standardized,participant_balanced,Fear,AU15,-0.345880123007045,AU15 Lip Corner Depressor
mean,standardized,participant_balanced,Happiness,AU15,-0.46944258656380555,AU15 Lip Corner Depressor
mean,standardized,participant_balanced,Neutral,AU15,-0.4771935250234113,AU15 Lip Corner Depressor
mean,standardized,participant_balanced,Sadness,AU15,1.6788589518584625,AU15 Lip Corner Depressor
mean,standardized,participant_balanced,Surprise,AU15,-0.4209977149751264,AU15 Lip Corner Depressor
mean,standardized,participant_balanced,Anger,AU16,-0.28913481918676703,AU16 Lower Lip Depressor
mean,standardized,participant_balanced,Disgust,AU16,0.11557756579179516,AU16 Lower Lip Depressor
mean,standardized,participant_balanced,Fear,AU16,0.21339566013849062,AU16 Lower Lip Depressor
mean,standardized,participant_balanced,Happiness,AU16,0.8609403045856222,AU16 Lower Lip Depressor
mean,standardized,participant_balanced,Neutral,AU16,-0.3979347757316008,AU16 Lower Lip Depressor
mean,standardized,participant_balanced,Sadness,AU16,-0.334076380475833,AU16 Lower Lip Depressor
mean,standardized,participant_balanced,Surprise,AU16,-0.3123963121555528,AU16 Lower Lip Depressor
mean,standardized,participant_balanced,Anger,AU17,0.7457995808036098,AU17 Chin Raiser
mean,standardized,participant_balanced,Disgust,AU17,0.616200412859647,AU17 Chin Raiser
mean,standardized,participant_balanced,Fear,AU17,-0.4857895188680006,AU17 Chin Raiser
mean,standardized,participant_balanced,Happiness,AU17,-0.3255142795212099,AU17 Chin Raiser
mean,standardized,participant_balanced,Neutral,AU17,-0.661942893100208,AU17 Chin Raiser
mean,standardized,participant_balanced,Sadness,AU17,1.2011583208027747,AU17 Chin Raiser
mean,standardized,participant_balanced,Surprise,AU17,-0.525013192691458,AU17 Chin Raiser
mean,standardized,participant_balanced,Anger,AU18,0.43044810805897593,AU18 Lip Puckerer
mean,standardized,participant_balanced,Disgust,AU18,0.2745281754966755,AU18 Lip Puckerer
mean,standardized,participant_balanced,Fear,AU18,-0.3485642646449843,AU18 Lip Puckerer
mean,standardized,participant_balanced,Happiness,AU18,-0.38809694349818236,AU18 Lip Puckerer
mean,standardized,participant_balanced,Neutral,AU18,-0.41676537950620424,AU18 Lip Puckerer
mean,standardized,participant_balanced,Sadness,AU18,0.10766904914047107,AU18 Lip Puckerer
mean,standardized,participant_balanced,Surprise,AU18,0.5356979788658813,AU18 Lip Puckerer
mean,standardized,participant_balanced,Anger,AU20,-0.21708821135659528,AU20 Lip Stretcher
mean,standardized,participant_balanced,Disgust,AU20,0.2339284611261615,AU20 Lip Stretcher
mean,standardized,participant_balanced,Fear,AU20,0.17956152652011367,AU20 Lip Stretcher
mean,standardized,participant_balanced,Happiness,AU20,0.4615894177767881,AU20 Lip Stretcher
mean,standardized,participant_balanced,Neutral,AU20,-0.4538211594919815,AU20 Lip Stretcher
mean,standardized,participant_balanced,Sadness,AU20,0.20870386312447986,AU20 Lip Stretcher
mean,standardized,participant_balanced,Surprise,AU20,-0.3971922431625928,AU20 Lip Stretcher
mean,standardized,participant_balanced,Anger,AU22,-0.13217284694713366,AU22 Lip Funneler
mean,standardized,participant_balanced,Disgust,AU22,-0.21694344837479518,AU22 Lip Funneler
mean,standardized,participant_balanced,Fear,AU22,-0.24819591517547157,AU22 Lip Funneler
mean,standardized,participant_balanced,Happiness,AU22,-0.27164583435425227,AU22 Lip Funneler
mean,standardized,participant_balanced,Neutral,AU22,-0.2780551903893793,AU22 Lip Funneler
mean,standardized,participant_balanced,Sadness,AU22,0.5524932154736423,AU22 Lip Funneler
mean,standardized,participant_balanced,Surprise,AU22,0.3284959540640119,AU22 Lip Funneler
mean,standardized,participant_balanced,Anger,AU23,0.40213364945199226,AU23 Lip Tightener
mean,standardized,participant_balanced,Disgust,AU23,-0.08845054969888039,AU23 Lip Tightener
mean,standardized,participant_balanced,Fear,AU23,-0.31542844314231083,AU23 Lip Tightener
mean,standardized,participant_balanced,Happiness,AU23,-0.3424986449826854,AU23 Lip Tightener
mean,standardized,participant_balanced,Neutral,AU23,-0.3492384799214864,AU23 Lip Tightener
mean,standardized,participant_balanced,Sadness,AU23,0.43870294157301953,AU23 Lip Tightener
mean,standardized,participant_balanced,Surprise,AU23,0.2574522272101991,AU23 Lip Tightener
mean,standardized,participant_balanced,Anger,AU24,0.23504945565594998,AU24 Lip Pressor
mean,standardized,participant_balanced,Disgust,AU24,0.6951402453535663,AU24 Lip Pressor
mean,standardized,participant_balanced,Fear,AU24,-0.1700013757088065,AU24 Lip Pressor
mean,standardized,participant_balanced,Happiness,AU24,-0.17724207025290106,AU24 Lip Pressor
mean,standardized,participant_balanced,Neutral,AU24,-0.19994348942520496,AU24 Lip Pressor
mean,standardized,participant_balanced,Sadness,AU24,0.21917760333602856,AU24 Lip Pressor
mean,standardized,participant_balanced,Surprise,AU24,-0.15368462281876769,AU24 Lip Pressor
mean,standardized,participant_balanced,Anger,AU26,-0.4938541175502549,AU26 Jaw Drop
mean,standardized,participant_balanced,Disgust,AU26,-0.19232596354837692,AU26 Jaw Drop
mean,standardized,participant_balanced,Fear,AU26,0.37740556132833636,AU26 Jaw Drop
mean,standardized,participant_balanced,Happiness,AU26,-0.16814923223762968,AU26 Jaw Drop
mean,standardized,participant_balanced,Neutral,AU26,-0.6233690679643353,AU26 Jaw Drop
mean,standardized,participant_balanced,Sadness,AU26,-0.49922776513885747,AU26 Jaw Drop
mean,standardized,participant_balanced,Surprise,AU26,1.3707498104537834,AU26 Jaw Drop
mean,standardized,participant_balanced,Anger,AU28,0.5710548667803308,AU28 Lip Suck
mean,standardized,participant_balanced,Disgust,AU28,0.44028698938845756,AU28 Lip Suck
mean,standardized,participant_balanced,Fear,AU28,-0.4098572325181344,AU28 Lip Suck
mean,standardized,participant_balanced,Happiness,AU28,1.129014352407509,AU28 Lip Suck
mean,standardized,participant_balanced,Neutral,AU28,-0.5452348652812613,AU28 Lip Suck
mean,standardized,participant_balanced,Sadness,AU28,-0.3405538328684961,AU28 Lip Suck
mean,standardized,participant_balanced,Surprise,AU28,-0.5703512503267806,AU28 Lip Suck
mean,standardized,participant_balanced,Anger,AU43,0.37991045834101167,AU43 Eyes Closed
mean,standardized,participant_balanced,Disgust,AU43,0.9982438031956674,AU43 Eyes Closed
mean,standardized,participant_balanced,Fear,AU43,-0.29083985043402744,AU43 Eyes Closed
mean,standardized,participant_balanced,Happiness,AU43,-0.19978993279075138,AU43 Eyes Closed
mean,standardized,participant_balanced,Neutral,AU43,-0.3076188123603455,AU43 Eyes Closed
mean,standardized,participant_balanced,Sadness,AU43,0.452652302842939,AU43 Eyes Closed
mean,standardized,participant_balanced,Surprise,AU43,-0.24362605593322856,AU43 Eyes Closed
mean,standardized,participant_balanced,Anger,AD29,-0.0923504314773474,AD29 Jaw Thrust
mean,standardized,participant_balanced,Disgust,AD29,-0.11332714546409063,AD29 Jaw Thrust
mean,standardized,participant_balanced,Fear,AD29,0.010398171077004642,AD29 Jaw Thrust
mean,standardized,participant_balanced,Happiness,AD29,-0.38052923045092796,AD29 Jaw Thrust
mean,standardized,participant_balanced,Neutral,AD29,-0.4349660864767164,AD29 Jaw Thrust
mean,standardized,participant_balanced,Sadness,AD29,0.17807750571673234,AD29 Jaw Thrust
mean,standardized,participant_balanced,Surprise,AD29,0.8502074551127914,AD29 Jaw Thrust
mean,standardized,participant_balanced,Anger,AD30,0.1994823010683415,AD30 Jaw Sideways
mean,standardized,participant_balanced,Disgust,AD30,-0.037487760656877325,AD30 Jaw Sideways
mean,standardized,participant_balanced,Fear,AD30,-0.3146306500894329,AD30 Jaw Sideways
mean,standardized,participant_balanced,Happiness,AD30,-0.27370369945844797,AD30 Jaw Sideways
mean,standardized,participant_balanced,Neutral,AD30,-0.45086739945896515,AD30 Jaw Sideways
mean,standardized,participant_balanced,Sadness,AD30,0.4387659301783866,AD30 Jaw Sideways
mean,standardized,participant_balanced,Surprise,AD30,0.3570055276097721,AD30 Jaw Sideways
mean,standardized,participant_balanced,Anger,AD34,0.28747103373698796,AD34 Cheek Puff
mean,standardized,participant_balanced,Disgust,AD34,-0.08254655668580713,AD34 Cheek Puff
mean,standardized,participant_balanced,Fear,AD34,-0.27257218613029255,AD34 Cheek Puff
mean,standardized,participant_balanced,Happiness,AD34,-0.2957614729913278,AD34 Cheek Puff
mean,standardized,participant_balanced,Neutral,AD34,-0.30954874817628597,AD34 Cheek Puff
mean,standardized,participant_balanced,Sadness,AD34,0.5252515361041451,AD34 Cheek Puff
mean,standardized,participant_balanced,Surprise,AD34,0.05390859714892542,AD34 Cheek Puff
mean,standardized,participant_balanced,Anger,AD35,-0.10514450423288264,AD35 Cheek Suck
mean,standardized,participant_balanced,Disgust,AD35,-0.10096528311065565,AD35 Cheek Suck
mean,standardized,participant_balanced,Fear,AD35,-0.09965080545575411,AD35 Cheek Suck
mean,standardized,participant_balanced,Happiness,AD35,-0.10514006991325459,AD35 Cheek Suck
mean,standardized,participant_balanced,Neutral,AD35,-0.10525811678578519,AD35 Cheek Suck
mean,standardized,participant_balanced,Sadness,AD35,-0.1049793229099053,AD35 Cheek Suck
mean,standardized,participant_balanced,Surprise,AD35,0.49249370470340026,AD35 Cheek Suck
mean,standardized,participant_balanced,Anger,EYE61,0.009536705620132958,EYE61 Eyes Turn Left
mean,standardized,participant_balanced,Disgust,EYE61,-0.012903937689009336,EYE61 Eyes Turn Left
mean,standardized,participant_balanced,Fear,EYE61,0.059953713594545044,EYE61 Eyes Turn Left
mean,standardized,participant_balanced,Happiness,EYE61,-0.008578583913001099,EYE61 Eyes Turn Left
mean,standardized,participant_balanced,Neutral,EYE61,0.06276814962615507,EYE61 Eyes Turn Left
mean,standardized,participant_balanced,Sadness,EYE61,-0.03303060728573895,EYE61 Eyes Turn Left
mean,standardized,participant_balanced,Surprise,EYE61,0.006866238550075053,EYE61 Eyes Turn Left
mean,standardized,participant_balanced,Anger,EYE62,-0.09798693186458457,EYE62 Eyes Turn Right
mean,standardized,participant_balanced,Disgust,EYE62,-0.02927895834890664,EYE62 Eyes Turn Right
mean,standardized,participant_balanced,Fear,EYE62,-0.023572122364042762,EYE62 Eyes Turn Right
mean,standardized,participant_balanced,Happiness,EYE62,0.029157699110769684,EYE62 Eyes Turn Right
mean,standardized,participant_balanced,Neutral,EYE62,-0.07556526467915597,EYE62 Eyes Turn Right
mean,standardized,participant_balanced,Sadness,EYE62,-0.01595832044298493,EYE62 Eyes Turn Right
mean,standardized,participant_balanced,Surprise,EYE62,0.027616854915965647,EYE62 Eyes Turn Right
mean,standardized,participant_balanced,Anger,EYE63,0.23343371426863996,EYE63 Eyes Up
mean,standardized,participant_balanced,Disgust,EYE63,-0.07593804091943351,EYE63 Eyes Up
mean,standardized,participant_balanced,Fear,EYE63,-0.11752974204720797,EYE63 Eyes Up
mean,standardized,participant_balanced,Happiness,EYE63,0.08528912508215943,EYE63 Eyes Up
mean,standardized,participant_balanced,Neutral,EYE63,0.07973335978414178,EYE63 Eyes Up
mean,standardized,participant_balanced,Sadness,EYE63,-0.11973621401446088,EYE63 Eyes Up
mean,standardized,participant_balanced,Surprise,EYE63,-0.138251845516422,EYE63 Eyes Up
mean,standardized,participant_balanced,Anger,EYE64,0.5334499072571003,EYE64 Eyes Down
mean,standardized,participant_balanced,Disgust,EYE64,0.7713290132236118,EYE64 Eyes Down
mean,standardized,participant_balanced,Fear,EYE64,-0.3794208550341127,EYE64 Eyes Down
mean,standardized,participant_balanced,Happiness,EYE64,-0.036216946761578,EYE64 Eyes Down
mean,standardized,participant_balanced,Neutral,EYE64,-0.3373385847971333,EYE64 Eyes Down
mean,standardized,participant_balanced,Sadness,EYE64,0.3160744434733873,EYE64 Eyes Down
mean,standardized,participant_balanced,Surprise,EYE64,-0.324314594111259,EYE64 Eyes Down
mean,standardized,participant_balanced,Anger,UNMAPPED_MouthLeft,0.547619934108569,MouthLeft (unmapped)
mean,standardized,participant_balanced,Disgust,UNMAPPED_MouthLeft,0.6960560094238012,MouthLeft (unmapped)
mean,standardized,participant_balanced,Fear,UNMAPPED_MouthLeft,-0.24996471451973384,MouthLeft (unmapped)
mean,standardized,participant_balanced,Happiness,UNMAPPED_MouthLeft,0.14047824447455365,MouthLeft (unmapped)
mean,standardized,participant_balanced,Neutral,UNMAPPED_MouthLeft,-0.43128416072263515,MouthLeft (unmapped)
mean,standardized,participant_balanced,Sadness,UNMAPPED_MouthLeft,-0.18734295636092999,MouthLeft (unmapped)
mean,standardized,participant_balanced,Surprise,UNMAPPED_MouthLeft,-0.30318152897044864,MouthLeft (unmapped)
mean,standardized,participant_balanced,Anger,UNMAPPED_MouthRight,0.20064295845460622,MouthRight (unmapped)
mean,standardized,participant_balanced,Disgust,UNMAPPED_MouthRight,0.23739854227349952,MouthRight (unmapped)
mean,standardized,participant_balanced,Fear,UNMAPPED_MouthRight,-0.1534901450546351,MouthRight (unmapped)
mean,standardized,participant_balanced,Happiness,UNMAPPED_MouthRight,0.0599887010623186,MouthRight (unmapped)
mean,standardized,participant_balanced,Neutral,UNMAPPED_MouthRight,-0.24033240616558427,MouthRight (unmapped)
mean,standardized,participant_balanced,Sadness,UNMAPPED_MouthRight,-0.22975633572615584,MouthRight (unmapped)
mean,standardized,participant_balanced,Surprise,UNMAPPED_MouthRight,0.06736755707179619,MouthRight (unmapped)
mean,neutral_centered,sample_weighted,Anger,AU1,0.040483875177154995,AU1 Inner Brow Raiser
mean,neutral_centered,sample_weighted,Disgust,AU1,0.04321076002996408,AU1 Inner Brow Raiser
mean,neutral_centered,sample_weighted,Fear,AU1,0.141225293036347,AU1 Inner Brow Raiser
mean,neutral_centered,sample_weighted,Happiness,AU1,0.023446622306191486,AU1 Inner Brow Raiser
mean,neutral_centered,sample_weighted,Neutral,AU1,-9.070449547591148e-20,AU1 Inner Brow Raiser
mean,neutral_centered,sample_weighted,Sadness,AU1,0.06341595544379293,AU1 Inner Brow Raiser
mean,neutral_centered,sample_weighted,Surprise,AU1,0.15797760866197583,AU1 Inner Brow Raiser
mean,neutral_centered,sample_weighted,Anger,AU2,0.0044081614392363876,AU2 Outer Brow Raiser
mean,neutral_centered,sample_weighted,Disgust,AU2,0.012430888406606054,AU2 Outer Brow Raiser
mean,neutral_centered,sample_weighted,Fear,AU2,0.13719666649482695,AU2 Outer Brow Raiser
mean,neutral_centered,sample_weighted,Happiness,AU2,0.021005924381783673,AU2 Outer Brow Raiser
mean,neutral_centered,sample_weighted,Neutral,AU2,0.0,AU2 Outer Brow Raiser
mean,neutral_centered,sample_weighted,Sadness,AU2,0.015517252015026267,AU2 Outer Brow Raiser
mean,neutral_centered,sample_weighted,Surprise,AU2,0.16656255460542121,AU2 Outer Brow Raiser
mean,neutral_centered,sample_weighted,Anger,AU4,0.26777816501258905,AU4 Brow Lowerer
mean,neutral_centered,sample_weighted,Disgust,AU4,0.25184333893199246,AU4 Brow Lowerer
mean,neutral_centered,sample_weighted,Fear,AU4,0.0324168007031111,AU4 Brow Lowerer
mean,neutral_centered,sample_weighted,Happiness,AU4,0.01980736551951221,AU4 Brow Lowerer
mean,neutral_centered,sample_weighted,Neutral,AU4,4.549397351213685e-19,AU4 Brow Lowerer
mean,neutral_centered,sample_weighted,Sadness,AU4,0.12563176451542954,AU4 Brow Lowerer
mean,neutral_centered,sample_weighted,Surprise,AU4,3.0317600216739078e-05,AU4 Brow Lowerer
mean,neutral_centered,sample_weighted,Anger,AU5,0.047587864521739714,AU5 Upper Lid Raiser
mean,neutral_centered,sample_weighted,Disgust,AU5,-0.004435618823091279,AU5 Upper Lid Raiser
mean,neutral_centered,sample_weighted,Fear,AU5,0.1777906990305756,AU5 Upper Lid Raiser
mean,neutral_centered,sample_weighted,Happiness,AU5,0.012391793296318811,AU5 Upper Lid Raiser
mean,neutral_centered,sample_weighted,Neutral,AU5,-9.070449547591149e-19,AU5 Upper Lid Raiser
mean,neutral_centered,sample_weighted,Sadness,AU5,0.0047963635683456515,AU5 Upper Lid Raiser
mean,neutral_centered,sample_weighted,Surprise,AU5,0.1424346504632671,AU5 Upper Lid Raiser
mean,neutral_centered,sample_weighted,Anger,AU6,0.15811566849781994,AU6 Cheek Raiser
mean,neutral_centered,sample_weighted,Disgust,AU6,0.2203481397047334,AU6 Cheek Raiser
mean,neutral_centered,sample_weighted,Fear,AU6,0.013543761235061706,AU6 Cheek Raiser
mean,neutral_centered,sample_weighted,Happiness,AU6,0.3375280071298226,AU6 Cheek Raiser
mean,neutral_centered,sample_weighted,Neutral,AU6,8.95706892824626e-19,AU6 Cheek Raiser
mean,neutral_centered,sample_weighted,Sadness,AU6,0.05184481353047472,AU6 Cheek Raiser
mean,neutral_centered,sample_weighted,Surprise,AU6,-0.0022960244907003044,AU6 Cheek Raiser
mean,neutral_centered,sample_weighted,Anger,AU7,0.24298203807816524,AU7 Lid Tightener
mean,neutral_centered,sample_weighted,Disgust,AU7,0.2552190383525429,AU7 Lid Tightener
mean,neutral_centered,sample_weighted,Fear,AU7,0.03693882524682274,AU7 Lid Tightener
mean,neutral_centered,sample_weighted,Happiness,AU7,0.15707763119510196,AU7 Lid Tightener
mean,neutral_centered,sample_weighted,Neutral,AU7,4.988747251175131e-19,AU7 Lid Tightener
mean,neutral_centered,sample_weighted,Sadness,AU7,0.06717415310994053,AU7 Lid Tightener
mean,neutral_centered,sample_weighted,Surprise,AU7,0.020573991888984903,AU7 Lid Tightener
mean,neutral_centered,sample_weighted,Anger,AU8,0.023387527389717746,AU8 Lips Toward Each Other
mean,neutral_centered,sample_weighted,Disgust,AU8,0.027323877622002255,AU8 Lips Toward Each Other
mean,neutral_centered,sample_weighted,Fear,AU8,0.017704195769649933,AU8 Lips Toward Each Other
mean,neutral_centered,sample_weighted,Happiness,AU8,0.017149985342137797,AU8 Lips Toward Each Other
mean,neutral_centered,sample_weighted,Neutral,AU8,1.757399599845785e-19,AU8 Lips Toward Each Other
mean,neutral_centered,sample_weighted,Sadness,AU8,0.021893114562870897,AU8 Lips Toward Each Other
mean,neutral_centered,sample_weighted,Surprise,AU8,0.053821692601697245,AU8 Lips Toward Each Other
mean,neutral_centered,sample_weighted,Anger,AU9,0.20955295969718915,AU9 Nose Wrinkler
mean,neutral_centered,sample_weighted,Disgust,AU9,0.33550778456505875,AU9 Nose Wrinkler
mean,neutral_centered,sample_weighted,Fear,AU9,0.021186271578781606,AU9 Nose Wrinkler
mean,neutral_centered,sample_weighted,Happiness,AU9,0.007578932228410779,AU9 Nose Wrinkler
mean,neutral_centered,sample_weighted,Neutral,AU9,7.121720152600862e-20,AU9 Nose Wrinkler
mean,neutral_centered,sample_weighted,Sadness,AU9,0.05412507699118019,AU9 Nose Wrinkler
mean,neutral_centered,sample_weighted,Surprise,AU9,0.008750174590289388,AU9 Nose Wrinkler
mean,neutral_centered,sample_weighted,Anger,AU10,0.15771325356297936,AU10 Upper Lip Raiser
mean,neutral_centered,sample_weighted,Disgust,AU10,0.2627409968987139,AU10 Upper Lip Raiser
mean,neutral_centered,sample_weighted,Fear,AU10,0.0809161688030587,AU10 Upper Lip Raiser
mean,neutral_centered,sample_weighted,Happiness,AU10,0.24626712604979464,AU10 Upper Lip Raiser
mean,neutral_centered,sample_weighted,Neutral,AU10,-3.7413389918591907e-19,AU10 Upper Lip Raiser
mean,neutral_centered,sample_weighted,Sadness,AU10,0.020221792972012757,AU10 Upper Lip Raiser
mean,neutral_centered,sample_weighted,Surprise,AU10,0.03863498398243363,AU10 Upper Lip Raiser
mean,neutral_centered,sample_weighted,Anger,AU12,0.034943715323122806,AU12 Lip Corner Puller
mean,neutral_centered,sample_weighted,Disgust,AU12,0.0466192478982392,AU12 Lip Corner Puller
mean,neutral_centered,sample_weighted,Fear,AU12,0.019939957516825327,AU12 Lip Corner Puller
mean,neutral_centered,sample_weighted,Happiness,AU12,0.48227815354122155,AU12 Lip Corner Puller
mean,neutral_centered,sample_weighted,Neutral,AU12,-1.3111848576974412e-19,AU12 Lip Corner Puller
mean,neutral_centered,sample_weighted,Sadness,AU12,0.004508901969397529,AU12 Lip Corner Puller
mean,neutral_centered,sample_weighted,Surprise,AU12,0.0012571940423652943,AU12 Lip Corner Puller
mean,neutral_centered,sample_weighted,Anger,AU14,0.022766914596721664,AU14 Dimpler
mean,neutral_centered,sample_weighted,Disgust,AU14,0.03477531136212891,AU14 Dimpler
mean,neutral_centered,sample_weighted,Fear,AU14,0.0330304628718973,AU14 Dimpler
mean,neutral_centered,sample_weighted,Happiness,AU14,0.1959939957668553,AU14 Dimpler
mean,neutral_centered,sample_weighted,Neutral,AU14,-3.826595892330623e-20,AU14 Dimpler
mean,neutral_centered,sample_weighted,Sadness,AU14,-0.0018776892672452872,AU14 Dimpler
mean,neutral_centered,sample_weighted,Surprise,AU14,0.009990704954170142,AU14 Dimpler
mean,neutral_centered,sample_weighted,Anger,AU15,0.08846006258347185,AU15 Lip Corner Depressor
mean,neutral_centered,sample_weighted,Disgust,AU15,0.13232297229121973,AU15 Lip Corner Depressor
mean,neutral_centered,sample_weighted,Fear,AU15,0.02445884359107778,AU15 Lip Corner Depressor
mean,neutral_centered,sample_weighted,Happiness,AU15,0.0015732503917011214,AU15 Lip Corner Depressor
mean,neutral_centered,sample_weighted,Neutral,AU15,1.0558570176492821e-19,AU15 Lip Corner Depressor
mean,neutral_centered,sample_weighted,Sadness,AU15,0.37093018115245496,AU15 Lip Corner Depressor
mean,neutral_centered,sample_weighted,Surprise,AU15,0.01115418770887355,AU15 Lip Corner Depressor
mean,neutral_centered,sample_weighted,Anger,AU16,0.014359873804547186,AU16 Lower Lip Depressor
mean,neutral_centered,sample_weighted,Disgust,AU16,0.05902870407189722,AU16 Lower Lip Depressor
mean,neutral_centered,sample_weighted,Fear,AU16,0.06794975279799563,AU16 Lower Lip Depressor
mean,neutral_centered,sample_weighted,Happiness,AU16,0.12396621552752317,AU16 Lower Lip Depressor
mean,neutral_centered,sample_weighted,Neutral,AU16,1.5731560934095147e-19,AU16 Lower Lip Depressor
mean,neutral_centered,sample_weighted,Sadness,AU16,0.007693125953086919,AU16 Lower Lip Depressor
mean,neutral_centered,sample_weighted,Surprise,AU16,0.008637739234374397,AU16 Lower Lip Depressor
mean,neutral_centered,sample_weighted,Anger,AU17,0.25905322303044953,AU17 Chin Raiser
mean,neutral_centered,sample_weighted,Disgust,AU17,0.201095636720559,AU17 Chin Raiser
mean,neutral_centered,sample_weighted,Fear,AU17,0.022808571589508973,AU17 Chin Raiser
mean,neutral_centered,sample_weighted,Happiness,AU17,0.057547674659887374,AU17 Chin Raiser
mean,neutral_centered,sample_weighted,Neutral,AU17,-1.4455959764435218e-19,AU17 Chin Raiser
mean,neutral_centered,sample_weighted,Sadness,AU17,0.3295870948510533,AU17 Chin Raiser
mean,neutral_centered,sample_weighted,Surprise,AU17,0.02369079260061392,AU17 Chin Raiser
mean,neutral_centered,sample_weighted,Anger,AU18,0.10896228434404583,AU18 Lip Puckerer
mean,neutral_centered,sample_weighted,Disgust,AU18,0.060485593288580095,AU18 Lip Puckerer
mean,neutral_centered,sample_weighted,Fear,AU18,0.006364406238204112,AU18 Lip Puckerer
mean,neutral_centered,sample_weighted,Happiness,AU18,0.0032981926668706734,AU18 Lip Puckerer
mean,neutral_centered,sample_weighted,Neutral,AU18,5.29257187957589e-21,AU18 Lip Puckerer
mean,neutral_centered,sample_weighted,Sadness,AU18,0.05843092230871426,AU18 Lip Puckerer
mean,neutral_centered,sample_weighted,Surprise,AU18,0.10967106060690689,AU18 Lip Puckerer
mean,neutral_centered,sample_weighted,Anger,AU20,0.023002195499646102,AU20 Lip Stretcher
mean,neutral_centered,sample_weighted,Disgust,AU20,0.05610357961035034,AU20 Lip Stretcher
mean,neutral_centered,sample_weighted,Fear,AU20,0.05505370691995646,AU20 Lip Stretcher
mean,neutral_centered,sample_weighted,Happiness,AU20,0.06503889835363785,AU20 Lip Stretcher
mean,neutral_centered,sample_weighted,Neutral,AU20,2.0195922820808416e-20,AU20 Lip Stretcher
mean,neutral_centered,sample_weighted,Sadness,AU20,0.05027972448513466,AU20 Lip Stretcher
mean,neutral_centered,sample_weighted,Surprise,AU20,0.004219615082328549,AU20 Lip Stretcher
mean,neutral_centered,sample_weighted,Anger,AU22,0.007545999791505121,AU22 Lip Funneler
mean,neutral_centered,sample_weighted,Disgust,AU22,0.002787680730414344,AU22 Lip Funneler
mean,neutral_centered,sample_weighted,Fear,AU22,0.0015031187376062037,AU22 Lip Funneler
mean,neutral_centered,sample_weighted,Happiness,AU22,0.0002873536817074798,AU22 Lip Funneler
mean,neutral_centered,sample_weighted,Neutral,AU22,-2.2233230824661896e-20,AU22 Lip Funneler
mean,neutral_centered,sample_weighted,Sadness,AU22,0.047739415262547734,AU22 Lip Funneler
mean,neutral_centered,sample_weighted,Surprise,AU22,0.03044092331990244,AU22 Lip Funneler
mean,neutral_centered,sample_weighted,Anger,AU23,0.06890559660350662,AU23 Lip Tightener
mean,neutral_centered,sample_weighted,Disgust,AU23,0.015317959327795857,AU23 Lip Tightener
mean,neutral_centered,sample_weighted,Fear,AU23,0.0027220437018496244,AU23 Lip Tightener
mean,neutral_centered,sample_weighted,Happiness,AU23,0.0005126710240121925,AU23 Lip Tightener
mean,neutral_centered,sample_weighted,Neutral,AU23,2.5471886211222456e-20,AU23 Lip Tightener
mean,neutral_centered,sample_weighted,Sadness,AU23,0.06407321716781438,AU23 Lip Tightener
mean,neutral_centered,sample_weighted,Surprise,AU23,0.045301433739247894,AU23 Lip Tightener
mean,neutral_centered,sample_weighted,Anger,AU24,0.013869366155295115,AU24 Lip Pressor
mean,neutral_centered,sample_weighted,Disgust,AU24,0.016887565289949925,AU24 Lip Pressor
mean,neutral_centered,sample_weighted,Fear,AU24,0.0006455916816528738,AU24 Lip Pressor
mean,neutral_centered,sample_weighted,Happiness,AU24,0.0006297402482866988,AU24 Lip Pressor
mean,neutral_centered,sample_weighted,Neutral,AU24,-1.8380061444706853e-21,AU24 Lip Pressor
mean,neutral_centered,sample_weighted,Sadness,AU24,0.010995829461281999,AU24 Lip Pressor
mean,neutral_centered,sample_weighted,Surprise,AU24,0.0012863937429200693,AU24 Lip Pressor
mean,neutral_centered,sample_weighted,Anger,AU26,0.023095306133908398,AU26 Jaw Drop
mean,neutral_centered,sample_weighted,Disgust,AU26,0.06381502401223411,AU26 Jaw Drop
mean,neutral_centered,sample_weighted,Fear,AU26,0.16035901483160356,AU26 Jaw Drop
mean,neutral_centered,sample_weighted,Happiness,AU26,0.07012116705911788,AU26 Jaw Drop
mean,neutral_centered,sample_weighted,Neutral,AU26,9.920804192677818e-20,AU26 Jaw Drop
mean,neutral_centered,sample_weighted,Sadness,AU26,0.018684007995210077,AU26 Jaw Drop
mean,neutral_centered,sample_weighted,Surprise,AU26,0.30723896908800524,AU26 Jaw Drop
mean,neutral_centered,sample_weighted,Anger,AU28,0.07920555487469044,AU28 Lip Suck
mean,neutral_centered,sample_weighted,Disgust,AU28,0.07080495253005874,AU28 Lip Suck
mean,neutral_centered,sample_weighted,Fear,AU28,0.007346340735853037,AU28 Lip Suck
mean,neutral_centered,sample_weighted,Happiness,AU28,0.12054523017599514,AU28 Lip Suck
mean,neutral_centered,sample_weighted,Neutral,AU28,-9.38933253949865e-20,AU28 Lip Suck
mean,neutral_centered,sample_weighted,Sadness,AU28,0.01082553067641093,AU28 Lip Suck
mean,neutral_centered,sample_weighted,Surprise,AU28,-0.0012583095161329007,AU28 Lip Suck
mean,neutral_centered,sample_weighted,Anger,AU43,0.05858889840532423,AU43 Eyes Closed
mean,neutral_centered,sample_weighted,Disgust,AU43,0.08513901638371653,AU43 Eyes Closed
mean,neutral_centered,sample_weighted,Fear,AU43,0.0006358576294748396,AU43 Eyes Closed
