sequence_id,reenactment_id,participant_id,perspective,true_class,final_predicted_class,correct_final,ever_correct,never_correct,first_correct_timestep,stabilization_timestep,prediction_switches,earlier_correct_final_wrong
1700577740656-2-10-2-4-1-0,1700577740656-2-10-2-4-1,10,Central,Disgust,Anger,False,False,True,,1,0,False
1700577740656-2-10-2-4-1-1,1700577740656-2-10-2-4-1,10,Side,Disgust,Disgust,True,True,False,2.0,2,1,False
1700577744274-2-10-2-5-1-0,1700577744274-2-10-2-5-1,10,Central,Disgust,Fear,False,True,False,16.0,20,5,True
1700577744274-2-10-2-5-1-1,1700577744274-2-10-2-5-1,10,Side,Disgust,Disgust,True,True,False,1.0,1,0,False
1700577751365-2-10-2-8-6-0,1700577751365-2-10-2-8-6,10,Central,Surprise,Surprise,True,True,False,26.0,26,6,False
1700577751365-2-10-2-8-6-1,1700577751365-2-10-2-8-6,10,Side,Surprise,Fear,False,False,True,,25,1,False
1700577753271-2-10-2-9-6-0,1700577753271-2-10-2-9-6,10,Central,Surprise,Fear,False,False,True,,22,2,False
1700577753271-2-10-2-9-6-1,1700577753271-2-10-2-9-6,10,Side,Surprise,Surprise,True,True,False,30.0,30,2,False
1700577756759-2-10-2-10-2-0,1700577756759-2-10-2-10-2,10,Central,Fear,Fear,True,True,False,1.0,1,0,False
1700577756759-2-10-2-10-2-1,1700577756759-2-10-2-10-2,10,Side,Fear,Fear,True,True,False,1.0,1,0,False
1700577759366-2-10-2-11-4-0,1700577759366-2-10-2-11-4,10,Central,Neutral,Neutral,True,True,False,4.0,4,1,False
1700577759366-2-10-2-11-4-1,1700577759366-2-10-2-11-4,10,Side,Neutral,Anger,False,False,True,,28,5,False
1700577839039-2-10-3-0-4-0,1700577839039-2-10-3-0-4,10,Central,Neutral,Disgust,False,False,True,,1,0,False
1700577839039-2-10-3-0-4-1,1700577839039-2-10-3-0-4,10,Side,Neutral,Happiness,False,False,True,,1,0,False
1700577841033-2-10-3-1-1-0,1700577841033-2-10-3-1-1,10,Central,Disgust,Disgust,True,True,False,1.0,1,0,False
1700577841033-2-10-3-1-1-1,1700577841033-2-10-3-1-1,10,Side,Disgust,Disgust,True,True,False,23.0,30,3,False
1700577843732-2-10-3-2-0-0,1700577843732-2-10-3-2-0,10,Central,Anger,Anger,True,True,False,1.0,1,0,False
1700577843732-2-10-3-2-0-1,1700577843732-2-10-3-2-0,10,Side,Anger,Anger,True,True,False,1.0,25,4,False
1700577847201-2-10-3-4-3-0,1700577847201-2-10-3-4-3,10,Central,Happiness,Happiness,True,True,False,19.0,19,1,False
1700577847201-2-10-3-4-3-1,1700577847201-2-10-3-4-3,10,Side,Happiness,Happiness,True,True,False,12.0,12,1,False
1700577849695-2-10-3-5-2-0,1700577849695-2-10-3-5-2,10,Central,Fear,Happiness,False,False,True,,1,0,False
1700577849695-2-10-3-5-2-1,1700577849695-2-10-3-5-2,10,Side,Fear,Fear,True,True,False,12.0,12,1,False
1700577851526-2-10-3-6-5-0,1700577851526-2-10-3-6-5,10,Central,Sadness,Sadness,True,True,False,29.0,29,2,False
1700577851526-2-10-3-6-5-1,1700577851526-2-10-3-6-5,10,Side,Sadness,Disgust,False,False,True,,12,3,False
1700577854173-2-10-3-7-5-0,1700577854173-2-10-3-7-5,10,Central,Sadness,Anger,False,False,True,,1,0,False
1700577854173-2-10-3-7-5-1,1700577854173-2-10-3-7-5,10,Side,Sadness,Anger,False,False,True,,1,0,False
1700577855799-2-10-3-8-0-0,1700577855799-2-10-3-8-0,10,Central,Anger,Disgust,False,True,False,23.0,25,2,True
1700577855799-2-10-3-8-0-1,1700577855799-2-10-3-8-0,10,Side,Anger,Disgust,False,True,False,18.0,23,5,True
1700577857687-2-10-3-9-1-0,1700577857687-2-10-3-9-1,10,Central,Disgust,Disgust,True,True,False,30.0,30,4,False
1700577857687-2-10-3-9-1-1,1700577857687-2-10-3-9-1,10,Side,Disgust,Disgust,True,True,False,30.0,30,2,False
1700577863441-2-10-3-12-4-0,1700577863441-2-10-3-12-4,10,Central,Neutral,Neutral,True,True,False,24.0,24,1,False
1700577863441-2-10-3-12-4-1,1700577863441-2-10-3-12-4,10,Side,Neutral,Happiness,False,False,True,,1,0,False
1700577867123-2-10-3-14-4-0,1700577867123-2-10-3-14-4,10,Central,Neutral,Anger,False,True,False,22.0,30,3,True
1700577867123-2-10-3-14-4-1,1700577867123-2-10-3-14-4,10,Side,Neutral,Happiness,False,False,True,,13,1,False
1700577870256-2-10-3-15-5-0,1700577870256-2-10-3-15-5,10,Central,Sadness,Sadness,True,True,False,23.0,23,1,False
1700577870256-2-10-3-15-5-1,1700577870256-2-10-3-15-5,10,Side,Sadness,Anger,False,True,False,10.0,30,2,True
1700577877659-2-10-3-19-6-0,1700577877659-2-10-3-19-6,10,Central,Surprise,Surprise,True,True,False,27.0,27,7,False
1700577877659-2-10-3-19-6-1,1700577877659-2-10-3-19-6,10,Side,Surprise,Fear,False,True,False,25.0,28,5,True
1700577880261-2-10-3-20-2-0,1700577880261-2-10-3-20-2,10,Central,Fear,Fear,True,True,False,19.0,19,4,False
1700577880261-2-10-3-20-2-1,1700577880261-2-10-3-20-2,10,Side,Fear,Disgust,False,True,False,18.0,25,2,True
1700578007024-2-10-4-0-1-0,1700578007024-2-10-4-0-1,10,Central,Disgust,Happiness,False,False,True,,1,0,False
1700578007024-2-10-4-0-1-1,1700578007024-2-10-4-0-1,10,Side,Disgust,Happiness,False,False,True,,1,0,False
1700578011711-2-10-4-3-6-0,1700578011711-2-10-4-3-6,10,Central,Surprise,Fear,False,False,True,,13,1,False
1700578011711-2-10-4-3-6-1,1700578011711-2-10-4-3-6,10,Side,Surprise,Fear,False,False,True,,11,1,False
1700578014206-2-10-4-4-4-0,1700578014206-2-10-4-4-4,10,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1700578014206-2-10-4-4-4-1,1700578014206-2-10-4-4-4,10,Side,Neutral,Anger,False,True,False,7.0,26,3,True
1700578015880-2-10-4-5-4-0,1700578015880-2-10-4-5-4,10,Central,Neutral,Neutral,True,True,False,3.0,16,5,False
1700578015880-2-10-4-5-4-1,1700578015880-2-10-4-5-4,10,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1700578017539-2-10-4-6-3-0,1700578017539-2-10-4-6-3,10,Central,Happiness,Happiness,True,True,False,15.0,15,1,False
1700578017539-2-10-4-6-3-1,1700578017539-2-10-4-6-3,10,Side,Happiness,Happiness,True,True,False,11.0,11,1,False
1700578020748-2-10-4-8-5-0,1700578020748-2-10-4-8-5,10,Central,Sadness,Sadness,True,True,False,30.0,30,2,False
1700578020748-2-10-4-8-5-1,1700578020748-2-10-4-8-5,10,Side,Sadness,Sadness,True,True,False,21.0,21,4,False
1700578022517-2-10-4-9-2-0,1700578022517-2-10-4-9-2,10,Central,Fear,Fear,True,True,False,25.0,25,2,False
1700578022517-2-10-4-9-2-1,1700578022517-2-10-4-9-2,10,Side,Fear,Fear,True,True,False,22.0,22,3,False
1700578026276-2-10-4-11-3-0,1700578026276-2-10-4-11-3,10,Central,Happiness,Happiness,True,True,False,13.0,13,1,False
1700578026276-2-10-4-11-3-1,1700578026276-2-10-4-11-3,10,Side,Happiness,Happiness,True,True,False,1.0,7,2,False
1700578027679-2-10-4-12-1-0,1700578027679-2-10-4-12-1,10,Central,Disgust,Happiness,False,False,True,,1,0,False
1700578027679-2-10-4-12-1-1,1700578027679-2-10-4-12-1,10,Side,Disgust,Disgust,True,True,False,30.0,30,1,False
1700578029507-2-10-4-13-3-0,1700578029507-2-10-4-13-3,10,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1700578029507-2-10-4-13-3-1,1700578029507-2-10-4-13-3,10,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1700578035450-2-10-4-16-2-0,1700578035450-2-10-4-16-2,10,Central,Fear,Fear,True,True,False,10.0,10,1,False
1700578035450-2-10-4-16-2-1,1700578035450-2-10-4-16-2,10,Side,Fear,Fear,True,True,False,7.0,7,1,False
1700578036809-2-10-4-17-5-0,1700578036809-2-10-4-17-5,10,Central,Sadness,Anger,False,False,True,,23,1,False
1700578036809-2-10-4-17-5-1,1700578036809-2-10-4-17-5,10,Side,Sadness,Sadness,True,True,False,25.0,25,4,False
1700578042343-2-10-4-20-5-0,1700578042343-2-10-4-20-5,10,Central,Sadness,Sadness,True,True,False,23.0,23,2,False
1700578042343-2-10-4-20-5-1,1700578042343-2-10-4-20-5,10,Side,Sadness,Sadness,True,True,False,12.0,12,4,False
1700578043747-2-10-4-21-6-0,1700578043747-2-10-4-21-6,10,Central,Surprise,Fear,False,False,True,,29,2,False
1700578043747-2-10-4-21-6-1,1700578043747-2-10-4-21-6,10,Side,Surprise,Fear,False,False,True,,26,1,False
1700578045766-2-10-4-22-0-0,1700578045766-2-10-4-22-0,10,Central,Anger,Fear,False,False,True,,29,1,False
1700578045766-2-10-4-22-0-1,1700578045766-2-10-4-22-0,10,Side,Anger,Disgust,False,True,False,25.0,26,4,True
1700578047686-2-10-4-23-2-0,1700578047686-2-10-4-23-2,10,Central,Fear,Fear,True,True,False,19.0,19,1,False
1700578047686-2-10-4-23-2-1,1700578047686-2-10-4-23-2,10,Side,Fear,Fear,True,True,False,18.0,18,1,False
1700578050680-2-10-4-25-2-0,1700578050680-2-10-4-25-2,10,Central,Fear,Fear,True,True,False,30.0,30,1,False
1700578050680-2-10-4-25-2-1,1700578050680-2-10-4-25-2,10,Side,Fear,Fear,True,True,False,28.0,28,1,False
1700578052853-2-10-4-26-1-0,1700578052853-2-10-4-26-1,10,Central,Disgust,Disgust,True,True,False,19.0,19,2,False
1700578052853-2-10-4-26-1-1,1700578052853-2-10-4-26-1,10,Side,Disgust,Disgust,True,True,False,18.0,18,1,False
1700578053937-2-10-4-27-6-0,1700578053937-2-10-4-27-6,10,Central,Surprise,Fear,False,True,False,26.0,30,5,True
1700578053937-2-10-4-27-6-1,1700578053937-2-10-4-27-6,10,Side,Surprise,Fear,False,False,True,,18,1,False
1700583797412-2-13-1-0-0-0,1700583797412-2-13-1-0-0,13,Central,Anger,Anger,True,True,False,11.0,11,1,False
1700583797412-2-13-1-0-0-1,1700583797412-2-13-1-0-0,13,Side,Anger,Disgust,False,True,False,8.0,24,6,True
1700583805997-2-13-1-3-0-0,1700583805997-2-13-1-3-0,13,Central,Anger,Disgust,False,False,True,,7,2,False
1700583805997-2-13-1-3-0-1,1700583805997-2-13-1-3-0,13,Side,Anger,Disgust,False,False,True,,1,0,False
1700583807891-2-13-1-4-0-0,1700583807891-2-13-1-4-0,13,Central,Anger,Anger,True,True,False,24.0,26,5,False
1700583807891-2-13-1-4-0-1,1700583807891-2-13-1-4-0,13,Side,Anger,Anger,True,True,False,26.0,26,3,False
1700583813812-2-13-1-6-3-0,1700583813812-2-13-1-6-3,13,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1700583813812-2-13-1-6-3-1,1700583813812-2-13-1-6-3,13,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1700583815717-2-13-1-7-5-0,1700583815717-2-13-1-7-5,13,Central,Sadness,Anger,False,False,True,,8,1,False
1700583815717-2-13-1-7-5-1,1700583815717-2-13-1-7-5,13,Side,Sadness,Anger,False,True,False,7.0,30,9,True
1700583883653-2-13-2-0-4-0,1700583883653-2-13-2-0-4,13,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1700583883653-2-13-2-0-4-1,1700583883653-2-13-2-0-4,13,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1700583887578-2-13-2-2-6-0,1700583887578-2-13-2-2-6,13,Central,Surprise,Surprise,True,True,False,21.0,21,2,False
1700583887578-2-13-2-2-6-1,1700583887578-2-13-2-2-6,13,Side,Surprise,Surprise,True,True,False,16.0,16,3,False
1700583891213-2-13-2-3-2-0,1700583891213-2-13-2-3-2,13,Central,Fear,Neutral,False,False,True,,24,1,False
1700583891213-2-13-2-3-2-1,1700583891213-2-13-2-3-2,13,Side,Fear,Fear,True,True,False,29.0,29,3,False
1700583893370-2-13-2-4-1-0,1700583893370-2-13-2-4-1,13,Central,Disgust,Disgust,True,True,False,13.0,13,1,False
1700583893370-2-13-2-4-1-1,1700583893370-2-13-2-4-1,13,Side,Disgust,Disgust,True,True,False,8.0,8,1,False
1700583897868-2-13-2-6-2-0,1700583897868-2-13-2-6-2,13,Central,Fear,Fear,True,True,False,27.0,27,1,False
1700583897868-2-13-2-6-2-1,1700583897868-2-13-2-6-2,13,Side,Fear,Fear,True,True,False,23.0,23,3,False
1700583903979-2-13-2-8-6-0,1700583903979-2-13-2-8-6,13,Central,Surprise,Surprise,True,True,False,10.0,10,1,False
1700583903979-2-13-2-8-6-1,1700583903979-2-13-2-8-6,13,Side,Surprise,Surprise,True,True,False,1.0,1,0,False
1700583910942-2-13-2-11-4-0,1700583910942-2-13-2-11-4,13,Central,Neutral,Neutral,True,True,False,22.0,22,3,False
1700583910942-2-13-2-11-4-1,1700583910942-2-13-2-11-4,13,Side,Neutral,Neutral,True,True,False,5.0,18,3,False
1700583999169-2-13-3-0-4-0,1700583999169-2-13-3-0-4,13,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1700583999169-2-13-3-0-4-1,1700583999169-2-13-3-0-4,13,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1700584001197-2-13-3-1-1-0,1700584001197-2-13-3-1-1,13,Central,Disgust,Anger,False,False,True,,14,1,False
1700584001197-2-13-3-1-1-1,1700584001197-2-13-3-1-1,13,Side,Disgust,Anger,False,True,False,1.0,13,5,True
1700584007863-2-13-3-4-3-0,1700584007863-2-13-3-4-3,13,Central,Happiness,Happiness,True,True,False,3.0,3,1,False
1700584007863-2-13-3-4-3-1,1700584007863-2-13-3-4-3,13,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1700584009992-2-13-3-5-2-0,1700584009992-2-13-3-5-2,13,Central,Fear,Fear,True,True,False,14.0,14,2,False
1700584009992-2-13-3-5-2-1,1700584009992-2-13-3-5-2,13,Side,Fear,Fear,True,True,False,10.0,10,2,False
1700584012456-2-13-3-6-5-0,1700584012456-2-13-3-6-5,13,Central,Sadness,Sadness,True,True,False,29.0,29,2,False
1700584012456-2-13-3-6-5-1,1700584012456-2-13-3-6-5,13,Side,Sadness,Sadness,True,True,False,12.0,12,2,False
1700584020161-2-13-3-10-0-0,1700584020161-2-13-3-10-0,13,Central,Anger,Anger,True,True,False,19.0,19,1,False
1700584020161-2-13-3-10-0-1,1700584020161-2-13-3-10-0,13,Side,Anger,Disgust,False,True,False,16.0,24,3,True
1700584022622-2-13-3-11-3-0,1700584022622-2-13-3-11-3,13,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1700584022622-2-13-3-11-3-1,1700584022622-2-13-3-11-3,13,Side,Happiness,Happiness,True,True,False,18.0,18,1,False
1700584023624-2-13-3-12-4-0,1700584023624-2-13-3-12-4,13,Central,Neutral,Neutral,True,True,False,26.0,26,1,False
1700584023624-2-13-3-12-4-1,1700584023624-2-13-3-12-4,13,Side,Neutral,Neutral,True,True,False,25.0,25,2,False
1700584025989-2-13-3-13-6-0,1700584025989-2-13-3-13-6,13,Central,Surprise,Fear,False,False,True,,3,1,False
1700584025989-2-13-3-13-6-1,1700584025989-2-13-3-13-6,13,Side,Surprise,Surprise,True,True,False,1.0,17,2,False
1700584027538-2-13-3-14-4-0,1700584027538-2-13-3-14-4,13,Central,Neutral,Neutral,True,True,False,1.0,6,2,False
1700584027538-2-13-3-14-4-1,1700584027538-2-13-3-14-4,13,Side,Neutral,Neutral,True,True,False,9.0,9,1,False
1700584030294-2-13-3-15-5-0,1700584030294-2-13-3-15-5,13,Central,Sadness,Sadness,True,True,False,7.0,11,3,False
1700584030294-2-13-3-15-5-1,1700584030294-2-13-3-15-5,13,Side,Sadness,Sadness,True,True,False,5.0,5,2,False
1700584032421-2-13-3-16-2-0,1700584032421-2-13-3-16-2,13,Central,Fear,Fear,True,True,False,13.0,13,2,False
1700584032421-2-13-3-16-2-1,1700584032421-2-13-3-16-2,13,Side,Fear,Fear,True,True,False,9.0,9,2,False
1700584034051-2-13-3-17-3-0,1700584034051-2-13-3-17-3,13,Central,Happiness,Happiness,True,True,False,16.0,16,2,False
1700584034051-2-13-3-17-3-1,1700584034051-2-13-3-17-3,13,Side,Happiness,Happiness,True,True,False,15.0,18,5,False
1700584035954-2-13-3-18-1-0,1700584035954-2-13-3-18-1,13,Central,Disgust,Disgust,True,True,False,13.0,13,2,False
1700584035954-2-13-3-18-1-1,1700584035954-2-13-3-18-1,13,Side,Disgust,Disgust,True,True,False,14.0,14,2,False
1700584037726-2-13-3-19-6-0,1700584037726-2-13-3-19-6,13,Central,Surprise,Surprise,True,True,False,26.0,26,3,False
1700584037726-2-13-3-19-6-1,1700584037726-2-13-3-19-6,13,Side,Surprise,Surprise,True,True,False,4.0,22,4,False
1700584201525-2-13-4-0-1-0,1700584201525-2-13-4-0-1,13,Central,Disgust,Disgust,True,True,False,1.0,1,0,False
1700584201525-2-13-4-0-1-1,1700584201525-2-13-4-0-1,13,Side,Disgust,Disgust,True,True,False,1.0,1,0,False
1700584204317-2-13-4-1-5-0,1700584204317-2-13-4-1-5,13,Central,Sadness,Sadness,True,True,False,1.0,1,0,False
1700584204317-2-13-4-1-5-1,1700584204317-2-13-4-1-5,13,Side,Sadness,Sadness,True,True,False,1.0,1,0,False
1700584206113-2-13-4-2-4-0,1700584206113-2-13-4-2-4,13,Central,Neutral,Neutral,True,True,False,5.0,5,1,False
1700584206113-2-13-4-2-4-1,1700584206113-2-13-4-2-4,13,Side,Neutral,Neutral,True,True,False,3.0,3,1,False
1700584207271-2-13-4-3-6-0,1700584207271-2-13-4-3-6,13,Central,Surprise,Surprise,True,True,False,22.0,22,2,False
1700584207271-2-13-4-3-6-1,1700584207271-2-13-4-3-6,13,Side,Surprise,Surprise,True,True,False,18.0,18,2,False
1700584212931-2-13-4-6-3-0,1700584212931-2-13-4-6-3,13,Central,Happiness,Happiness,True,True,False,11.0,11,1,False
1700584212931-2-13-4-6-3-1,1700584212931-2-13-4-6-3,13,Side,Happiness,Happiness,True,True,False,6.0,6,1,False
1700584214184-2-13-4-7-0-0,1700584214184-2-13-4-7-0,13,Central,Anger,Disgust,False,False,True,,24,3,False
1700584214184-2-13-4-7-0-1,1700584214184-2-13-4-7-0,13,Side,Anger,Disgust,False,False,True,,14,1,False
1700584216493-2-13-4-8-5-0,1700584216493-2-13-4-8-5,13,Central,Sadness,Sadness,True,True,False,22.0,22,2,False
1700584216493-2-13-4-8-5-1,1700584216493-2-13-4-8-5,13,Side,Sadness,Sadness,True,True,False,19.0,19,3,False
1700584217663-2-13-4-9-2-0,1700584217663-2-13-4-9-2,13,Central,Fear,Neutral,False,True,False,24.0,30,3,True
1700584217663-2-13-4-9-2-1,1700584217663-2-13-4-9-2,13,Side,Fear,Neutral,False,True,False,19.0,30,4,True
1700584219640-2-13-4-10-0-0,1700584219640-2-13-4-10-0,13,Central,Anger,Anger,True,True,False,22.0,22,5,False
1700584219640-2-13-4-10-0-1,1700584219640-2-13-4-10-0,13,Side,Anger,Anger,True,True,False,24.0,30,6,False
1700584221354-2-13-4-11-3-0,1700584221354-2-13-4-11-3,13,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1700584221354-2-13-4-11-3-1,1700584221354-2-13-4-11-3,13,Side,Happiness,Happiness,True,True,False,14.0,14,2,False
1700584223413-2-13-4-12-1-0,1700584223413-2-13-4-12-1,13,Central,Disgust,Disgust,True,True,False,7.0,7,1,False
1700584223413-2-13-4-12-1-1,1700584223413-2-13-4-12-1,13,Side,Disgust,Disgust,True,True,False,1.0,1,0,False
1700584232123-2-13-4-17-5-0,1700584232123-2-13-4-17-5,13,Central,Sadness,Anger,False,False,True,,24,1,False
1700584232123-2-13-4-17-5-1,1700584232123-2-13-4-17-5,13,Side,Sadness,Sadness,True,True,False,20.0,20,1,False
1700584234061-2-13-4-18-4-0,1700584234061-2-13-4-18-4,13,Central,Neutral,Neutral,True,True,False,10.0,10,2,False
1700584234061-2-13-4-18-4-1,1700584234061-2-13-4-18-4,13,Side,Neutral,Neutral,True,True,False,7.0,7,1,False
1700584237227-2-13-4-20-5-0,1700584237227-2-13-4-20-5,13,Central,Sadness,Sadness,True,True,False,18.0,23,5,False
1700584237227-2-13-4-20-5-1,1700584237227-2-13-4-20-5,13,Side,Sadness,Sadness,True,True,False,8.0,20,6,False
1700584238451-2-13-4-21-6-0,1700584238451-2-13-4-21-6,13,Central,Surprise,Surprise,True,True,False,19.0,19,3,False
1700584238451-2-13-4-21-6-1,1700584238451-2-13-4-21-6,13,Side,Surprise,Surprise,True,True,False,3.0,3,2,False
1700584240494-2-13-4-22-0-0,1700584240494-2-13-4-22-0,13,Central,Anger,Neutral,False,False,True,,30,3,False
1700584240494-2-13-4-22-0-1,1700584240494-2-13-4-22-0,13,Side,Anger,Disgust,False,False,True,,20,3,False
1700584242638-2-13-4-23-2-0,1700584242638-2-13-4-23-2,13,Central,Fear,Neutral,False,False,True,,1,0,False
1700584242638-2-13-4-23-2-1,1700584242638-2-13-4-23-2,13,Side,Fear,Fear,True,True,False,16.0,16,1,False
1700584244435-2-13-4-24-3-0,1700584244435-2-13-4-24-3,13,Central,Happiness,Happiness,True,True,False,12.0,12,1,False
1700584244435-2-13-4-24-3-1,1700584244435-2-13-4-24-3,13,Side,Happiness,Happiness,True,True,False,10.0,10,1,False
1700584249628-2-13-4-27-6-0,1700584249628-2-13-4-27-6,13,Central,Surprise,Surprise,True,True,False,26.0,26,4,False
1700584249628-2-13-4-27-6-1,1700584249628-2-13-4-27-6,13,Side,Surprise,Surprise,True,True,False,21.0,21,2,False
1700747144334-2-15-1-0-0-0,1700747144334-2-15-1-0-0,15,Central,Anger,Anger,True,True,False,27.0,27,2,False
1700747144334-2-15-1-0-0-1,1700747144334-2-15-1-0-0,15,Side,Anger,Anger,True,True,False,26.0,26,2,False
1700747147435-2-15-1-1-5-0,1700747147435-2-15-1-1-5,15,Central,Sadness,Sadness,True,True,False,1.0,1,0,False
1700747147435-2-15-1-1-5-1,1700747147435-2-15-1-1-5,15,Side,Sadness,Sadness,True,True,False,1.0,1,0,False
1700747149418-2-15-1-2-3-0,1700747149418-2-15-1-2-3,15,Central,Happiness,Happiness,True,True,False,17.0,17,5,False
1700747149418-2-15-1-2-3-1,1700747149418-2-15-1-2-3,15,Side,Happiness,Happiness,True,True,False,14.0,14,2,False
1700747151558-2-15-1-3-0-0,1700747151558-2-15-1-3-0,15,Central,Anger,Neutral,False,False,True,,1,0,False
1700747151558-2-15-1-3-0-1,1700747151558-2-15-1-3-0,15,Side,Anger,Anger,True,True,False,30.0,30,1,False
1700747153913-2-15-1-4-0-0,1700747153913-2-15-1-4-0,15,Central,Anger,Fear,False,False,True,,1,0,False
1700747153913-2-15-1-4-0-1,1700747153913-2-15-1-4-0,15,Side,Anger,Anger,True,True,False,30.0,30,1,False
1700747157106-2-15-1-5-5-0,1700747157106-2-15-1-5-5,15,Central,Sadness,Sadness,True,True,False,9.0,9,1,False
1700747157106-2-15-1-5-5-1,1700747157106-2-15-1-5-5,15,Side,Sadness,Sadness,True,True,False,7.0,7,1,False
1700747159259-2-15-1-6-3-0,1700747159259-2-15-1-6-3,15,Central,Happiness,Happiness,True,True,False,26.0,26,5,False
1700747159259-2-15-1-6-3-1,1700747159259-2-15-1-6-3,15,Side,Happiness,Happiness,True,True,False,23.0,23,2,False
1700747164257-2-15-1-8-3-0,1700747164257-2-15-1-8-3,15,Central,Happiness,Happiness,True,True,False,23.0,23,3,False
1700747164257-2-15-1-8-3-1,1700747164257-2-15-1-8-3,15,Side,Happiness,Happiness,True,True,False,18.0,18,4,False
1700747228293-2-15-2-0-4-0,1700747228293-2-15-2-0-4,15,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1700747228293-2-15-2-0-4-1,1700747228293-2-15-2-0-4,15,Side,Neutral,Neutral,True,True,False,7.0,7,1,False
1700747230387-2-15-2-1-1-0,1700747230387-2-15-2-1-1,15,Central,Disgust,Disgust,True,True,False,23.0,23,1,False
1700747230387-2-15-2-1-1-1,1700747230387-2-15-2-1-1,15,Side,Disgust,Happiness,False,False,True,,22,1,False
1700747233836-2-15-2-2-6-0,1700747233836-2-15-2-2-6,15,Central,Surprise,Surprise,True,True,False,11.0,11,2,False
1700747233836-2-15-2-2-6-1,1700747233836-2-15-2-2-6,15,Side,Surprise,Surprise,True,True,False,4.0,4,1,False
1700747235785-2-15-2-3-2-0,1700747235785-2-15-2-3-2,15,Central,Fear,Fear,True,True,False,24.0,24,1,False
1700747235785-2-15-2-3-2-1,1700747235785-2-15-2-3-2,15,Side,Fear,Fear,True,True,False,21.0,21,3,False
1700747237919-2-15-2-4-1-0,1700747237919-2-15-2-4-1,15,Central,Disgust,Disgust,True,True,False,30.0,30,1,False
1700747237919-2-15-2-4-1-1,1700747237919-2-15-2-4-1,15,Side,Disgust,Happiness,False,True,False,28.0,30,5,True
1700747240521-2-15-2-5-1-0,1700747240521-2-15-2-5-1,15,Central,Disgust,Sadness,False,False,True,,5,2,False
1700747240521-2-15-2-5-1-1,1700747240521-2-15-2-5-1,15,Side,Disgust,Sadness,False,False,True,,3,1,False
1700747244029-2-15-2-6-2-0,1700747244029-2-15-2-6-2,15,Central,Fear,Fear,True,True,False,5.0,30,4,False
1700747244029-2-15-2-6-2-1,1700747244029-2-15-2-6-2,15,Side,Fear,Disgust,False,True,False,3.0,15,2,True
1700747244934-2-15-2-7-4-0,1700747244934-2-15-2-7-4,15,Central,Neutral,Sadness,False,False,True,,7,2,False
1700747244934-2-15-2-7-4-1,1700747244934-2-15-2-7-4,15,Side,Neutral,Neutral,True,True,False,24.0,24,2,False
1700747248666-2-15-2-8-6-0,1700747248666-2-15-2-8-6,15,Central,Surprise,Surprise,True,True,False,11.0,11,3,False
1700747248666-2-15-2-8-6-1,1700747248666-2-15-2-8-6,15,Side,Surprise,Surprise,True,True,False,7.0,7,1,False
1700747250542-2-15-2-9-6-0,1700747250542-2-15-2-9-6,15,Central,Surprise,Fear,False,False,True,,20,2,False
1700747250542-2-15-2-9-6-1,1700747250542-2-15-2-9-6,15,Side,Surprise,Fear,False,False,True,,17,1,False
1700747253760-2-15-2-10-2-0,1700747253760-2-15-2-10-2,15,Central,Fear,Fear,True,True,False,2.0,6,3,False
1700747253760-2-15-2-10-2-1,1700747253760-2-15-2-10-2,15,Side,Fear,Fear,True,True,False,4.0,4,1,False
1700747345899-2-15-3-0-4-0,1700747345899-2-15-3-0-4,15,Central,Neutral,Neutral,True,True,False,13.0,16,3,False
1700747345899-2-15-3-0-4-1,1700747345899-2-15-3-0-4,15,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1700747349332-2-15-3-1-1-0,1700747349332-2-15-3-1-1,15,Central,Disgust,Happiness,False,False,True,,1,0,False
1700747349332-2-15-3-1-1-1,1700747349332-2-15-3-1-1,15,Side,Disgust,Happiness,False,False,True,,1,0,False
1700747349900-2-15-3-2-0-0,1700747349900-2-15-3-2-0,15,Central,Anger,Anger,True,True,False,21.0,21,3,False
1700747349900-2-15-3-2-0-1,1700747349900-2-15-3-2-0,15,Side,Anger,Anger,True,True,False,19.0,19,1,False
1700747352492-2-15-3-3-6-0,1700747352492-2-15-3-3-6,15,Central,Surprise,Surprise,True,True,False,16.0,16,2,False
1700747352492-2-15-3-3-6-1,1700747352492-2-15-3-3-6,15,Side,Surprise,Surprise,True,True,False,12.0,12,2,False
1700747359928-2-15-3-7-5-0,1700747359928-2-15-3-7-5,15,Central,Sadness,Sadness,True,True,False,18.0,18,1,False
1700747359928-2-15-3-7-5-1,1700747359928-2-15-3-7-5,15,Side,Sadness,Sadness,True,True,False,16.0,16,1,False
