true_label,classification_result,fea_name,raw_mean
Surprise,Incorrect,DimplerL,0.0004212966445440424
Anger,Incorrect,DimplerR,0.09373564542691219
Disgust,Incorrect,DimplerR,0.12941007883292466
Fear,Incorrect,DimplerR,0.11858530030634519
Happiness,Incorrect,DimplerR,
Neutral,Incorrect,DimplerR,0.01107054816894653
Sadness,Incorrect,DimplerR,0.000642651978952818
Surprise,Incorrect,DimplerR,0.0021996036152382202
Anger,Incorrect,EyesClosedL,0.12074863822152643
Disgust,Incorrect,EyesClosedL,0.039663272228183215
Fear,Incorrect,EyesClosedL,0.00725959217619474
Happiness,Incorrect,EyesClosedL,
Neutral,Incorrect,EyesClosedL,0.01894829331704621
Sadness,Incorrect,EyesClosedL,0.5358348752445966
Surprise,Incorrect,EyesClosedL,0.04834703610977156
Anger,Incorrect,EyesClosedR,0.11584950503747063
Disgust,Incorrect,EyesClosedR,0.05809620709713412
Fear,Incorrect,EyesClosedR,0.019249887683105
Happiness,Incorrect,EyesClosedR,
Neutral,Incorrect,EyesClosedR,0.025165891839785792
Sadness,Incorrect,EyesClosedR,0.5153975773540891
Surprise,Incorrect,EyesClosedR,0.0772603057014445
Anger,Incorrect,EyesLookDownL,0.04685105106184305
Disgust,Incorrect,EyesLookDownL,0.02930289925316672
Fear,Incorrect,EyesLookDownL,0.004152611115791163
Happiness,Incorrect,EyesLookDownL,
Neutral,Incorrect,EyesLookDownL,0.0068663892203033065
Sadness,Incorrect,EyesLookDownL,0.006355300791841284
Surprise,Incorrect,EyesLookDownL,0.08155864727538842
Anger,Incorrect,EyesLookDownR,0.05548192214839509
Disgust,Incorrect,EyesLookDownR,0.035603524577620144
Fear,Incorrect,EyesLookDownR,0.010184793477469794
Happiness,Incorrect,EyesLookDownR,
Neutral,Incorrect,EyesLookDownR,0.007838897594731338
Sadness,Incorrect,EyesLookDownR,0.006581794135210689
Surprise,Incorrect,EyesLookDownR,0.1153633568435907
Anger,Incorrect,EyesLookLeftL,0.03370346485324448
Disgust,Incorrect,EyesLookLeftL,0.0367461140328588
Fear,Incorrect,EyesLookLeftL,0.05627264579321951
Happiness,Incorrect,EyesLookLeftL,
Neutral,Incorrect,EyesLookLeftL,0.0015984385791752032
Sadness,Incorrect,EyesLookLeftL,0.025639674663155643
Surprise,Incorrect,EyesLookLeftL,0.09951779333253699
Anger,Incorrect,EyesLookLeftR,0.07250763008735538
Disgust,Incorrect,EyesLookLeftR,0.08032068182211431
Fear,Incorrect,EyesLookLeftR,0.0987124638587591
Happiness,Incorrect,EyesLookLeftR,
Neutral,Incorrect,EyesLookLeftR,0.014958425606083521
Sadness,Incorrect,EyesLookLeftR,0.05343634453403229
Surprise,Incorrect,EyesLookLeftR,0.15680957340324916
Anger,Incorrect,EyesLookRightL,0.10018588254819263
Disgust,Incorrect,EyesLookRightL,0.07089407148321493
Fear,Incorrect,EyesLookRightL,0.07121097671603949
Happiness,Incorrect,EyesLookRightL,
Neutral,Incorrect,EyesLookRightL,0.1056931145282255
Sadness,Incorrect,EyesLookRightL,0.08439520611088176
Surprise,Incorrect,EyesLookRightL,0.0460445297261079
Anger,Incorrect,EyesLookRightR,0.052836457682767485
Disgust,Incorrect,EyesLookRightR,0.02803675178680955
Fear,Incorrect,EyesLookRightR,0.026639169162150367
Happiness,Incorrect,EyesLookRightR,
Neutral,Incorrect,EyesLookRightR,0.03268394935437802
Sadness,Incorrect,EyesLookRightR,0.02607264736434443
Surprise,Incorrect,EyesLookRightR,0.01741316855574646
Anger,Incorrect,EyesLookUpL,0.08474982221766064
Disgust,Incorrect,EyesLookUpL,0.05912126890347683
Fear,Incorrect,EyesLookUpL,0.03768216118231297
Happiness,Incorrect,EyesLookUpL,
Neutral,Incorrect,EyesLookUpL,0.033556353523292455
Sadness,Incorrect,EyesLookUpL,0.03767032231424105
Surprise,Incorrect,EyesLookUpL,0.0
Anger,Incorrect,EyesLookUpR,0.084849627385101
Disgust,Incorrect,EyesLookUpR,0.05917697989874188
Fear,Incorrect,EyesLookUpR,0.03762285197079772
Happiness,Incorrect,EyesLookUpR,
Neutral,Incorrect,EyesLookUpR,0.033537690106054965
Sadness,Incorrect,EyesLookUpR,0.03776129632937629
Surprise,Incorrect,EyesLookUpR,0.0
Anger,Incorrect,InnerBrowRaiserL,0.023883959729903037
Disgust,Incorrect,InnerBrowRaiserL,0.04941489645207256
Fear,Incorrect,InnerBrowRaiserL,0.1140795771614495
Happiness,Incorrect,InnerBrowRaiserL,
Neutral,Incorrect,InnerBrowRaiserL,0.05922863621421529
Sadness,Incorrect,InnerBrowRaiserL,0.11075203389617749
Surprise,Incorrect,InnerBrowRaiserL,0.006184252478445154
Anger,Incorrect,InnerBrowRaiserR,0.021301937116282026
Disgust,Incorrect,InnerBrowRaiserR,0.0415360935749692
Fear,Incorrect,InnerBrowRaiserR,0.12312653519602701
Happiness,Incorrect,InnerBrowRaiserR,
Neutral,Incorrect,InnerBrowRaiserR,0.08658848019080723
Sadness,Incorrect,InnerBrowRaiserR,0.10197602671757217
Surprise,Incorrect,InnerBrowRaiserR,0.0002675973195550866
Anger,Incorrect,JawDrop,0.12552157879415585
Disgust,Incorrect,JawDrop,0.1451193416129478
Fear,Incorrect,JawDrop,0.13540584704967976
Happiness,Incorrect,JawDrop,
Neutral,Incorrect,JawDrop,0.01775774153962664
Sadness,Incorrect,JawDrop,0.021160811064728433
Surprise,Incorrect,JawDrop,0.2837778723953912
Anger,Incorrect,JawSidewaysLeft,0.0035868319386203025
Disgust,Incorrect,JawSidewaysLeft,0.00424310979952153
Fear,Incorrect,JawSidewaysLeft,0.004137064897317029
Happiness,Incorrect,JawSidewaysLeft,
Neutral,Incorrect,JawSidewaysLeft,0.001009703683636447
Sadness,Incorrect,JawSidewaysLeft,0.006284944342834521
Surprise,Incorrect,JawSidewaysLeft,0.03495165739150248
Anger,Incorrect,JawSidewaysRight,0.0051246304965850455
Disgust,Incorrect,JawSidewaysRight,0.009069381406075171
Fear,Incorrect,JawSidewaysRight,0.0035753096136981037
Happiness,Incorrect,JawSidewaysRight,
Neutral,Incorrect,JawSidewaysRight,0.0010030325247175921
Sadness,Incorrect,JawSidewaysRight,0.004891170097932445
Surprise,Incorrect,JawSidewaysRight,0.04524859428456689
Anger,Incorrect,JawThrust,0.024591173975058125
Disgust,Incorrect,JawThrust,0.047991175503197515
Fear,Incorrect,JawThrust,0.02264458274955625
Happiness,Incorrect,JawThrust,
Neutral,Incorrect,JawThrust,0.003082943702717412
Sadness,Incorrect,JawThrust,0.0008822157263435234
Surprise,Incorrect,JawThrust,0.14292906686656953
Anger,Incorrect,LidTightenerL,0.2545485198215055
Disgust,Incorrect,LidTightenerL,0.2579918928787383
Fear,Incorrect,LidTightenerL,0.15218884071005706
Happiness,Incorrect,LidTightenerL,
Neutral,Incorrect,LidTightenerL,0.1534471635603242
Sadness,Incorrect,LidTightenerL,0.16355833436680017
Surprise,Incorrect,LidTightenerL,0.3548746624070039
Anger,Incorrect,LidTightenerR,0.2907862344290269
Disgust,Incorrect,LidTightenerR,0.2122470551212199
Fear,Incorrect,LidTightenerR,0.19905238146553522
Happiness,Incorrect,LidTightenerR,
Neutral,Incorrect,LidTightenerR,0.2118699551722317
Sadness,Incorrect,LidTightenerR,0.1677003962848628
Surprise,Incorrect,LidTightenerR,0.30261146589066357
Anger,Incorrect,LipCornerDepressorL,0.05824225691251465
Disgust,Incorrect,LipCornerDepressorL,0.0856386498649895
Fear,Incorrect,LipCornerDepressorL,0.02434461266050108
Happiness,Incorrect,LipCornerDepressorL,
Neutral,Incorrect,LipCornerDepressorL,0.01055915998953825
Sadness,Incorrect,LipCornerDepressorL,0.1859096384936135
Surprise,Incorrect,LipCornerDepressorL,0.02596653895805187
Anger,Incorrect,LipCornerDepressorR,0.049956669868444555
Disgust,Incorrect,LipCornerDepressorR,0.07439751695297946
Fear,Incorrect,LipCornerDepressorR,0.015293001213877458
Happiness,Incorrect,LipCornerDepressorR,
Neutral,Incorrect,LipCornerDepressorR,0.00730421489227961
Sadness,Incorrect,LipCornerDepressorR,0.17012039450467284
Surprise,Incorrect,LipCornerDepressorR,0.008874308945578589
Anger,Incorrect,LipCornerPullerL,0.05869083922651373
Disgust,Incorrect,LipCornerPullerL,0.20006384364862895
Fear,Incorrect,LipCornerPullerL,0.07088645085085622
Happiness,Incorrect,LipCornerPullerL,
Neutral,Incorrect,LipCornerPullerL,0.029697711187820802
Sadness,Incorrect,LipCornerPullerL,2.8954326585773245e-06
Surprise,Incorrect,LipCornerPullerL,0.00340095145099134
Anger,Incorrect,LipCornerPullerR,0.059422865314862225
Disgust,Incorrect,LipCornerPullerR,0.20292835511700089
Fear,Incorrect,LipCornerPullerR,0.07356362785938278
Happiness,Incorrect,LipCornerPullerR,
Neutral,Incorrect,LipCornerPullerR,0.030279944846336643
Sadness,Incorrect,LipCornerPullerR,9.893448116362507e-05
Surprise,Incorrect,LipCornerPullerR,0.0007447527239643406
Anger,Incorrect,LipFunnelerLB,2.9915933302388145e-08
Disgust,Incorrect,LipFunnelerLB,0.0005531805421584303
Fear,Incorrect,LipFunnelerLB,7.248524232312348e-06
Happiness,Incorrect,LipFunnelerLB,
Neutral,Incorrect,LipFunnelerLB,3.568782248681206e-12
Sadness,Incorrect,LipFunnelerLB,2.572504420169471e-18
Surprise,Incorrect,LipFunnelerLB,0.048506315635667326
Anger,Incorrect,LipFunnelerLT,0.0037528066875670073
Disgust,Incorrect,LipFunnelerLT,0.004545649972241639
Fear,Incorrect,LipFunnelerLT,0.0005857573124222372
Happiness,Incorrect,LipFunnelerLT,
Neutral,Incorrect,LipFunnelerLT,0.0006530109749243187
Sadness,Incorrect,LipFunnelerLT,0.004011471033136067
Surprise,Incorrect,LipFunnelerLT,0.19271546572678439
Anger,Incorrect,LipFunnelerRB,1.8053873317224265e-07
Disgust,Incorrect,LipFunnelerRB,0.00045653734450463545
Fear,Incorrect,LipFunnelerRB,1.5223853855144316e-05
Happiness,Incorrect,LipFunnelerRB,
Neutral,Incorrect,LipFunnelerRB,6.555132763076951e-12
Sadness,Incorrect,LipFunnelerRB,8.84335031607929e-08
Surprise,Incorrect,LipFunnelerRB,0.04658053135396587
Anger,Incorrect,LipFunnelerRT,0.0019245555506952118
Disgust,Incorrect,LipFunnelerRT,0.003434438790181406
Fear,Incorrect,LipFunnelerRT,0.001026686488583378
Happiness,Incorrect,LipFunnelerRT,
Neutral,Incorrect,LipFunnelerRT,0.0003755899892095105
Sadness,Incorrect,LipFunnelerRT,0.002818522641789043
Surprise,Incorrect,LipFunnelerRT,0.19268608778614482
Anger,Incorrect,LipPressorL,0.04634759827150673
Disgust,Incorrect,LipPressorL,0.0024433790161734782
Fear,Incorrect,LipPressorL,4.857529011584811e-05
Happiness,Incorrect,LipPressorL,
Neutral,Incorrect,LipPressorL,5.578970972631238e-17
Sadness,Incorrect,LipPressorL,0.1866909540411643
Surprise,Incorrect,LipPressorL,0.0017364121543288421
Anger,Incorrect,LipPressorR,0.04671130700800596
Disgust,Incorrect,LipPressorR,0.002505193082257671
Fear,Incorrect,LipPressorR,1.4625977075434107e-07
Happiness,Incorrect,LipPressorR,
Neutral,Incorrect,LipPressorR,1.1386961758997643e-15
Sadness,Incorrect,LipPressorR,0.1878050144346949
Surprise,Incorrect,LipPressorR,0.0019455379232047253
Anger,Incorrect,LipPuckerL,0.10903732926810673
Disgust,Incorrect,LipPuckerL,0.022013811215872536
Fear,Incorrect,LipPuckerL,0.0015004371648886113
Happiness,Incorrect,LipPuckerL,
Neutral,Incorrect,LipPuckerL,0.0033690574065381256
Sadness,Incorrect,LipPuckerL,0.2581446285056876
Surprise,Incorrect,LipPuckerL,0.37654988255279326
Anger,Incorrect,LipPuckerR,0.10512051326478004
Disgust,Incorrect,LipPuckerR,0.02185891604876945
Fear,Incorrect,LipPuckerR,0.0011198712030042884
Happiness,Incorrect,LipPuckerR,
Neutral,Incorrect,LipPuckerR,0.0026077156608932985
Sadness,Incorrect,LipPuckerR,0.25180615864529726
Surprise,Incorrect,LipPuckerR,0.3843339654085222
Anger,Incorrect,LipStretcherL,0.0782257085738814
Disgust,Incorrect,LipStretcherL,0.07399814858828306
Fear,Incorrect,LipStretcherL,0.06380145740699553
Happiness,Incorrect,LipStretcherL,
Neutral,Incorrect,LipStretcherL,0.005254639925349854
Sadness,Incorrect,LipStretcherL,0.028257493230453887
Surprise,Incorrect,LipStretcherL,9.215303221883932e-06
Anger,Incorrect,LipStretcherR,0.08269177184595937
Disgust,Incorrect,LipStretcherR,0.08005197088046674
Fear,Incorrect,LipStretcherR,0.06854124451020045
Happiness,Incorrect,LipStretcherR,
Neutral,Incorrect,LipStretcherR,0.005338315826753663
Sadness,Incorrect,LipStretcherR,0.03407683336451237
Surprise,Incorrect,LipStretcherR,0.0013490870910255568
Anger,Incorrect,LipSuckLB,0.21362106664201844
Disgust,Incorrect,LipSuckLB,0.1208932276084516
Fear,Incorrect,LipSuckLB,0.07753790032274147
Happiness,Incorrect,LipSuckLB,
Neutral,Incorrect,LipSuckLB,0.06759752834193067
Sadness,Incorrect,LipSuckLB,0.0959406051029333
Surprise,Incorrect,LipSuckLB,0.00221230387165924
Anger,Incorrect,LipSuckLT,0.06858649260691295
Disgust,Incorrect,LipSuckLT,0.07459012014491068
Fear,Incorrect,LipSuckLT,0.0405811970214995
Happiness,Incorrect,LipSuckLT,
Neutral,Incorrect,LipSuckLT,0.007999231286846388
Sadness,Incorrect,LipSuckLT,0.010103512458686311
Surprise,Incorrect,LipSuckLT,0.0030167160588640057
Anger,Incorrect,LipSuckRB,0.19332295216041404
Disgust,Incorrect,LipSuckRB,0.10012772980427591
Fear,Incorrect,LipSuckRB,0.06169828916422215
Happiness,Incorrect,LipSuckRB,
Neutral,Incorrect,LipSuckRB,0.058396909838882176
Sadness,Incorrect,LipSuckRB,0.08864106492294982
Surprise,Incorrect,LipSuckRB,0.003932644858081716
Anger,Incorrect,LipSuckRT,0.05927859466013788
Disgust,Incorrect,LipSuckRT,0.0660301108056182
Fear,Incorrect,LipSuckRT,0.03656722322788718
Happiness,Incorrect,LipSuckRT,
Neutral,Incorrect,LipSuckRT,0.006747360485208752
Sadness,Incorrect,LipSuckRT,0.006093370567348371
Surprise,Incorrect,LipSuckRT,0.00111953293091953
Anger,Incorrect,LipTightenerL,0.013086570157142643
Disgust,Incorrect,LipTightenerL,0.009607085859399157
Fear,Incorrect,LipTightenerL,0.0015192100088212682
Happiness,Incorrect,LipTightenerL,
Neutral,Incorrect,LipTightenerL,0.005898941868631335
Sadness,Incorrect,LipTightenerL,0.0016134313518301018
Surprise,Incorrect,LipTightenerL,0.13559459942450897
Anger,Incorrect,LipTightenerR,0.01063965081192554
Disgust,Incorrect,LipTightenerR,0.00801508827261327
Fear,Incorrect,LipTightenerR,0.0023538195616594195
Happiness,Incorrect,LipTightenerR,
Neutral,Incorrect,LipTightenerR,0.00702930515445373
Sadness,Incorrect,LipTightenerR,0.0009484274901448418
Surprise,Incorrect,LipTightenerR,0.11750645764813941
Anger,Incorrect,LipsToward,0.04615666458430959
Disgust,Incorrect,LipsToward,0.03579752427734391
Fear,Incorrect,LipsToward,0.026605534040561228
Happiness,Incorrect,LipsToward,
Neutral,Incorrect,LipsToward,0.023664386591149656
Sadness,Incorrect,LipsToward,0.028360984125174533
Surprise,Incorrect,LipsToward,0.09303421538788821
Anger,Incorrect,LowerLipDepressorL,0.07227016896534112
Disgust,Incorrect,LowerLipDepressorL,0.17019920722395876
Fear,Incorrect,LowerLipDepressorL,0.05292526201327036
Happiness,Incorrect,LowerLipDepressorL,
Neutral,Incorrect,LowerLipDepressorL,1.2644094950642988e-10
Sadness,Incorrect,LowerLipDepressorL,0.00022627544781666676
Surprise,Incorrect,LowerLipDepressorL,0.08854627931177315
Anger,Incorrect,LowerLipDepressorR,0.06918498570501515
Disgust,Incorrect,LowerLipDepressorR,0.16277852987791253
Fear,Incorrect,LowerLipDepressorR,0.05104243087489006
Happiness,Incorrect,LowerLipDepressorR,
Neutral,Incorrect,LowerLipDepressorR,4.308855180670161e-10
Sadness,Incorrect,LowerLipDepressorR,2.5185752332224246e-07
Surprise,Incorrect,LowerLipDepressorR,0.07576499012484414
Anger,Incorrect,MouthLeft,0.017485799111006815
Disgust,Incorrect,MouthLeft,0.0030286194549527614
Fear,Incorrect,MouthLeft,0.010605536410263204
Happiness,Incorrect,MouthLeft,
Neutral,Incorrect,MouthLeft,0.0038338543152970227
Sadness,Incorrect,MouthLeft,0.005891411944575722
Surprise,Incorrect,MouthLeft,0.0003359767624560993
Anger,Incorrect,MouthRight,0.01125309786911209
Disgust,Incorrect,MouthRight,0.001061298566076574
Fear,Incorrect,MouthRight,9.127922120221622e-05
Happiness,Incorrect,MouthRight,
Neutral,Incorrect,MouthRight,0.0006031353422258622
Sadness,Incorrect,MouthRight,0.0013508442796413653
Surprise,Incorrect,MouthRight,3.6213604525756316e-16
Anger,Incorrect,NoseWrinklerL,0.3744442038185755
Disgust,Incorrect,NoseWrinklerL,0.05442906609738283
Fear,Incorrect,NoseWrinklerL,0.02888055808838307
Happiness,Incorrect,NoseWrinklerL,
Neutral,Incorrect,NoseWrinklerL,0.0037535170708300016
Sadness,Incorrect,NoseWrinklerL,0.3055312294494374
Surprise,Incorrect,NoseWrinklerL,0.051647265965875246
Anger,Incorrect,NoseWrinklerR,0.37632301099389037
Disgust,Incorrect,NoseWrinklerR,0.04783196988729049
Fear,Incorrect,NoseWrinklerR,0.027431350970075135
Happiness,Incorrect,NoseWrinklerR,
Neutral,Incorrect,NoseWrinklerR,0.0010571226486392165
Sadness,Incorrect,NoseWrinklerR,0.31400511371148954
Surprise,Incorrect,NoseWrinklerR,0.04417152799362688
Anger,Incorrect,OuterBrowRaiserL,0.03084137521354717
Disgust,Incorrect,OuterBrowRaiserL,0.02872009588737395
Fear,Incorrect,OuterBrowRaiserL,0.09779111915322122
Happiness,Incorrect,OuterBrowRaiserL,
Neutral,Incorrect,OuterBrowRaiserL,0.01173697178916574
Sadness,Incorrect,OuterBrowRaiserL,0.08771741290109024
Surprise,Incorrect,OuterBrowRaiserL,0.00015923862645820405
Anger,Incorrect,OuterBrowRaiserR,0.033105468447509404
Disgust,Incorrect,OuterBrowRaiserR,0.02706128163554138
Fear,Incorrect,OuterBrowRaiserR,0.10611588410076997
Happiness,Incorrect,OuterBrowRaiserR,
Neutral,Incorrect,OuterBrowRaiserR,0.019730403967615582
Sadness,Incorrect,OuterBrowRaiserR,0.09334307950065575
Surprise,Incorrect,OuterBrowRaiserR,0.0008795795276380951
Anger,Incorrect,UpperLidRaiserL,0.1375992690309606
Disgust,Incorrect,UpperLidRaiserL,0.016711344586557413
Fear,Incorrect,UpperLidRaiserL,0.1011365320577875
Happiness,Incorrect,UpperLidRaiserL,
Neutral,Incorrect,UpperLidRaiserL,0.0007043462153210619
Sadness,Incorrect,UpperLidRaiserL,0.030565561810795356
Surprise,Incorrect,UpperLidRaiserL,3.6170385650700384e-08
Anger,Incorrect,UpperLidRaiserR,0.16744634599018277
Disgust,Incorrect,UpperLidRaiserR,0.03344749043347213
Fear,Incorrect,UpperLidRaiserR,0.0984334407412075
Happiness,Incorrect,UpperLidRaiserR,
Neutral,Incorrect,UpperLidRaiserR,0.053476819323299805
Sadness,Incorrect,UpperLidRaiserR,0.03127137779208878
Surprise,Incorrect,UpperLidRaiserR,2.2544521265384182e-07
Anger,Incorrect,UpperLipRaiserL,0.33583759463697277
Disgust,Incorrect,UpperLipRaiserL,0.1989087732788152
Fear,Incorrect,UpperLipRaiserL,0.15935591442188832
Happiness,Incorrect,UpperLipRaiserL,
Neutral,Incorrect,UpperLipRaiserL,0.03916762218707137
Sadness,Incorrect,UpperLipRaiserL,0.04825251825016429
Surprise,Incorrect,UpperLipRaiserL,0.00578162998075032
Anger,Incorrect,UpperLipRaiserR,0.35879057082298194
Disgust,Incorrect,UpperLipRaiserR,0.20545308347196864
Fear,Incorrect,UpperLipRaiserR,0.1837710299347156
Happiness,Incorrect,UpperLipRaiserR,
Neutral,Incorrect,UpperLipRaiserR,0.031758389330796416
Sadness,Incorrect,UpperLipRaiserR,0.07019324189115829
Surprise,Incorrect,UpperLipRaiserR,0.007791739832742891
