reenactment_id,participant_id,true_label,fea_pred,BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR,pair
1701094656847-2-27-3-2-0,27,Anger,Disgust,0.783296525478363,0.776541706174612,1.4141877288793782e-05,1.4141864151080863e-05,0.8146679495771726,0.7705255468686422,1.401298464324817e-45,0.0,0.5823601741476675,0.6869234800338745,0.08338521681728865,0.09827197130459045,0.4420800519486268,0.40898501674334203,0.19286838670571643,0.21189760069052374,0.0,0.01290542967617508,0.08018627663453418,0.006339179041484977,0.013834435244401293,0.013842077056566872,0.021495766852361414,0.015366075149116363,0.043311994943360306,0.002749227531491717,0.004505591901215632,0.0861459444980901,0.20344603061676023,0.19876197787622607,0.022854490882294423,0.020252342460056097,0.2433853430052598,0.2605013281106949,1.401298464324817e-45,0.005419147682800907,1.401298464324817e-45,2.1471858788485012e-05,0.2510625455583067,0.2528714071783421,0.3956661615679271,0.3740557671411807,0.14194696918129918,0.15258286216606692,0.4648468526701132,0.17982435474793113,0.43728519541521865,0.15365008513132727,0.010774620256371718,0.009384902587211712,0.06599151659756895,0.17532413155882345,0.1638190349204933,0.024935037351679006,0.017724232901430943,0.6973780170083046,0.6777056515216827,0.0011515051601842458,0.0006440329064692317,9.403784265297569e-06,7.482222191455586e-11,0.743280146519343,0.8064961989720663,Anger__Disgust
1701094668813-2-27-3-8-0,27,Anger,Disgust,0.8759191582600275,0.8782983938852946,6.2128686013997134e-18,8.709162700206146e-10,0.8702783117691676,0.8417072365681331,1.401298464324817e-45,0.0,0.9154216085871061,0.9267701293031375,0.0038014757752534434,0.012544566625729149,0.47614356875419617,0.453134282430013,0.19467369616031643,0.21120126545429227,0.00206187528868516,0.0518444181560577,0.039782815271367594,0.0027858613679806335,0.0056279152631759635,0.005620258053143816,0.0005495684587609865,0.0004163618531037858,0.02117739127313388,0.00821335862953366,0.009936925636914819,0.01719504919835063,0.01804742252352265,0.16363901024063426,0.012869236121574984,0.011735342287768874,0.12163901394233105,0.14133328935131428,1.401298464324817e-45,0.009423742199942306,1.401298464324817e-45,1.9328297070718677e-05,0.33689224856595196,0.33713347439964614,0.655134316906333,0.6331449377040068,0.026381256803870153,0.026882343677182938,0.6317842490971088,0.13815336848298707,0.5959914264579614,0.10869464954982198,0.0431412180085923,0.03655351247271024,0.08935908296455937,0.011613402120174187,0.009601420456766284,0.03416751887028412,0.013621252666537919,0.8126469353834788,0.808355301618576,0.0015473303980191267,0.00042953147636428074,0.00031099440494105946,1.9670998891111484e-05,0.6031542003154755,0.6892777502536773,Anger__Disgust
1701094672347-2-27-3-10-0,27,Anger,Disgust,0.6954250796853254,0.6954129005161425,0.00048573328144809884,7.249182727053535e-26,0.7173549557725588,0.6812454010049502,1.401298464324817e-45,0.0,0.7316656206730296,0.7409557869036992,0.0015934139195691213,0.004959808681914964,0.38268079310582837,0.3598840702441521,0.12942298650741574,0.14912404219309486,0.008566218033471736,0.08119296208024021,0.013959651323966652,0.0,0.04118626316388447,0.041086815608044454,0.00829650385082151,0.003292017951510638,0.0443942232031986,0.010794474153954021,0.009692210098345736,0.04505691232042182,0.07838239686870278,0.2522790255645911,0.016250513587146968,0.013944848956689716,0.047611179947853036,0.06008454444818193,1.401298464324817e-45,0.008056535633908396,1.401298464324817e-45,0.0010963130896789052,0.25990200588035095,0.26488959105614845,0.51508598319088,0.4977723672301739,0.013481802472932581,0.016251761140301784,0.48927588980419995,0.09887550414369642,0.4676749960484813,0.07743167243312804,0.05181895575175829,0.04598667491227538,0.08376526844998196,0.021994071738931826,0.01845766746205209,0.027408259505425397,0.01107310593749191,0.6422236527626713,0.6415473608582033,0.022307596009341023,0.004373795996555855,0.002778614521677484,0.021871106213651882,0.4481206831832727,0.5268697607020537,Anger__Disgust
1700584001197-2-13-3-1-1,13,Disgust,Anger,0.07165112574245232,0.07083173539964865,0.00479552831966427,0.00269426471980596,0.12472472116351123,0.07676921756938096,1.401298464324817e-45,0.0,0.4668049768855174,0.41247124661070605,3.038035575971699e-29,6.368260138244202e-29,0.042150618211824,1.1151016131883777e-09,0.03215665482063732,8.416931152886662e-11,0.0,0.0,0.12827521090706184,0.04216054007410999,0.02622199724428354,0.02632646829200286,1.4450989588993268e-09,4.925414097319466e-07,0.001080826781685545,0.006500504988556074,0.00814857544998324,1.401298464324817e-45,0.31042976429065067,0.12557639603813484,0.15381718605446315,0.1476695312963177,0.016763924993574583,0.008330086199566683,1.401298464324817e-45,0.00413976126195239,1.401298464324817e-45,0.0009330646222224219,0.006622092161948443,0.006346779906501337,0.05590725913643834,0.05015529096126554,2.856782632169697e-29,7.732924741208753e-28,0.11594304981020584,0.06939493902027602,0.1119667895759145,0.051577471429482054,0.0069855260662734136,0.005769302245850343,0.02405194239690896,1.401298464324817e-45,1.401298464324817e-45,0.0075998277092973006,1.401298464324817e-45,0.32443322509837647,0.308918055643638,3.9237890148887307e-07,8.669474412196603e-06,0.03164633444199954,0.02144775936030778,0.17190870648870862,0.1662284061933557,Anger__Disgust
1701085495679-2-23-2-5-1,23,Disgust,Anger,0.33916160265604656,0.2514061340441306,0.06770619420574944,0.06979220587333798,0.27106696863969165,0.23188773790995276,1.186023913782384e-35,0.0,0.21121187002087632,0.2523827158845961,0.12588550724133246,0.12842023594945023,0.04760402618601051,0.06580225725968676,0.11742386765006359,0.1148065009464852,0.10275441197057561,0.1905763248602549,0.00032102015490332664,0.0,0.0,0.0,0.14565521042483545,0.13073882896763578,0.03608586980650818,0.01725038452717926,0.028559926271554983,0.0018729597485726344,0.3796164780855179,0.3246562421321869,0.05168712336259577,0.03520387040916826,0.11770921208274857,0.12674950606500107,2.426019109601489e-12,0.010844892713796591,1.9120242098187395e-12,0.0032160284630885893,0.002561676843879603,0.002921351433572375,0.041878568505253747,0.04367811158299449,0.04317662057777242,0.04893710405255353,0.20131553312142686,0.04838313027967157,0.1780855479339758,0.0412937396321164,0.020495909473922578,0.01864872572577348,0.041254526935517746,0.029362285710577085,0.02479033534797698,0.006449060471337932,0.0020234405502681514,0.050127469437817686,0.050674532258805464,0.01345425692852582,0.005401173250235484,3.6581150732921026e-19,1.4096146930218083e-17,0.2303703688085079,0.27306837687889735,Anger__Disgust
1700747235785-2-15-2-3-2,15,Fear,Surprise,0.0400048423131617,0.01999020165530959,1.2960460140443838e-11,1.6380422478349033e-12,0.019898278680981655,0.016792898611068526,1.401298464324817e-45,1.401298464324817e-45,8.162073073211465e-12,1.2377538969133724e-12,0.005380789197056369,0.007551795521743508,0.0,0.011733852401084679,1.1784432302570474e-16,0.011732839512114825,0.02939854625922937,0.06762980487352856,0.05575062061349547,0.007547082689901176,0.0,0.0,7.38856008612269e-07,3.515714099994589e-15,0.14229297724862888,0.0046878860857683625,0.005813733445620491,0.01986450655579873,0.0049099594753411226,0.0006582784817832272,0.014027221141198686,0.0008860964118195554,0.00014809328820436415,7.070212873613493e-05,3.2105027930640396e-14,0.00415251753292977,4.915071592388902e-14,0.009790878582134564,2.73327684255454e-12,3.637007544501942e-12,0.00693309962128598,0.00740723912604151,0.0057719161628634885,0.004583020739657173,0.11332257745089337,0.21098268270917753,0.0968753138331601,0.19856181853936528,6.395848381139313e-20,6.009571516655383e-19,0.05241858096172409,0.03530919916616613,0.025858007102806328,0.0036033664578136566,5.951863334398316e-25,3.0289530450683376e-12,2.5767855587478403e-11,0.0009574581713737129,4.9646718737976665e-05,0.005618339094022903,0.0008393696664522034,0.0045588464998672605,0.002320728979876185,Fear__Surprise
1701085612711-2-23-3-5-2,23,Fear,Surprise,2.9318156535396154e-06,0.05579851816873992,1.6490476703313564e-26,1.0103136580593789e-07,0.18060581721365446,0.1691471925626198,1.401298464324817e-45,1.401298464324817e-45,0.0017940426531384316,0.06642175068457919,0.2692152818044027,0.2700762023528417,2.960594732333751e-17,2.58081443034984e-09,2.482729061681517e-09,5.063543462425409e-09,0.0,0.05616519140700495,0.03299160705258445,0.0,0.0,0.0,0.18496551811695097,0.26872506042321526,0.10837456726779537,1.5514841165386226e-08,0.005191585293747833,0.01707335217636394,0.17515387212236716,0.19033105497558908,0.01603123297293976,0.008532693966602244,0.16296605393290517,0.16827354580163953,1.401298464324817e-45,9.26536193279115e-28,1.401298464324817e-45,2.697534952120331e-27,1.974127753875017e-26,1.7226971424074576e-26,2.6360921954074294e-05,6.430877171292533e-16,0.042816682408253315,0.04775046550979212,0.14588789405922092,0.06090665447215234,0.11541150330255424,0.060343587895234384,2.011626143030077e-34,1.647207801707767e-34,0.03701367980490124,0.02176401580994325,0.023417929311593342,0.005411855883911179,0.0007356444078254591,0.022280220252772123,0.015733831201214292,0.27757774442434313,0.24124027118086813,0.02887617036079366,0.09704584159577885,0.3103044604261716,0.3498926098148028,Fear__Surprise
1701085798672-2-23-4-9-2,23,Fear,Surprise,0.19492385635773338,0.17827287490169205,0.0026036358391896396,0.0027984544359105534,0.04854035712778563,0.03935386979331568,1.401298464324817e-45,1.401298464324817e-45,0.05408947386681798,0.07198970110864131,0.035537235190566036,0.038309391836614755,1.444657563660449e-06,6.938893903907229e-19,1.6172883881893084e-06,1.726308013185775e-07,0.0,0.004119287990033617,0.09623196708659326,0.011684127959112287,0.0,0.0,0.004271434501667138,0.02340711311068536,0.055707373858119004,0.004309906549597435,0.0036126961659410733,0.020230916139596853,0.02397285511274072,0.08625805309218698,0.06319339340552685,0.06212278241291639,0.003843425688482664,0.007926546267707732,1.401298464324817e-45,0.0036096600570115905,0.00017271046908574628,0.004445371512385308,0.0009365157964929984,1.0590999325510039e-16,0.005710850539557436,0.005851475184763394,0.01513200108420275,0.016148414071479503,0.06760243603494014,0.00204218097459911,0.05993853544738761,0.001523980204791644,0.0050133701982414325,0.0043085451448412115,0.02738620055218533,0.0056108948153753896,0.00554919280111789,0.0008012819293234783,1.1425433553316665e-15,0.0008318844371933199,0.0029397665653012484,0.013553175446577316,0.053917253009664476,1.401298464324817e-45,0.0027918303387251563,0.07233808566040044,0.09881800332417086,Fear__Surprise
1701085810970-2-23-4-16-2,23,Fear,Surprise,0.08732020628303867,0.004454040074506304,6.16388266671287e-08,7.712774212483472e-07,0.18935373115042842,0.17158964437743024,1.401298464324817e-45,1.401298464324817e-45,4.235291855304394e-09,0.06181379805008567,0.1751468869547049,0.17768889367580412,1.257943130472831e-08,2.2575137550926387e-25,1.2579432112274614e-08,6.665430400596178e-16,0.0,0.006451628357172,0.08910564469794428,0.0068519509475057,0.0,0.0,0.1895286153430334,0.2177571687187689,0.09726331817607083,2.569741662566105e-05,0.007148133257336005,0.04065263405889934,0.20967692434787746,0.26408891826868053,0.010865807502220043,0.010387331790601188,0.07800841949259238,0.08089079965526855,1.401298464324817e-45,5.515700938502343e-16,1.401298464324817e-45,6.59491939463201e-16,2.2043818837432237e-15,2.193817112728237e-15,6.567715460511921e-24,4.4650869466578976e-24,0.025649386271834333,0.031657102859268545,0.08404360124841329,0.024938655234852038,0.06171733293643527,0.02096954254620107,1.611888948781785e-23,6.671583126837697e-24,0.03221092720826461,0.01727277403697367,0.017181981851657185,0.005745469094699695,2.3888758855928815e-05,0.02910870749158975,0.02949607348750757,0.22690431990041965,0.26776226512156426,0.1482548317571844,0.15532872465871958,0.2545034016172091,0.32147184237837784,Fear__Surprise
1701085823245-2-23-4-23-2,23,Fear,Surprise,0.10130641927632188,0.06179447293009917,2.768884048864421e-07,8.948096846614582e-08,0.03501737876795228,0.02971213555041075,1.401298464324817e-45,1.401298464324817e-45,5.465098555253885e-17,0.018170648549372906,0.03477200307554537,0.03846763766908904,0.03176766168326138,0.032766149432407694,0.019366593306085367,0.0199875940911823,0.0,0.01492176762549202,0.07462854739666601,0.00142785008647479,0.0,0.0,0.1670592509268048,0.18334951238921465,0.0861365645503004,1.006949789501832e-07,0.0018035624298270239,0.021693841989862066,0.0836427652063624,0.07900998445960186,0.008923806731278645,0.00770064704605219,0.004091500999250708,0.006511107956369667,1.401298464324817e-45,4.671607032576478e-08,1.401298464324817e-45,7.231575615222058e-08,1.4816608495451615e-07,1.2361393875332897e-07,7.517198387756479e-14,9.272762167751856e-14,0.005964911990789257,0.0073652706497038,0.06311341834784111,4.8170654489252736e-09,0.052072927213555394,5.9869004902134275e-09,9.529776270572959e-14,2.4939306042028755e-14,0.029149009163180938,0.005102342866083866,0.0042196000295841325,5.479520779371379e-07,7.406624377509496e-07,7.062689579850898e-15,6.914311350250968e-15,0.21229325257105905,0.21439237617026566,0.20477464268652198,0.18682641633366162,0.044460582360625216,0.05988774448633189,Fear__Surprise
1701085827129-2-23-4-25-2,23,Fear,Surprise,0.05833723364630709,0.01615652335652456,4.105861255966234e-24,1.1383694422233479e-24,0.04417482012594667,0.03593006326518657,1.401298464324817e-45,1.401298464324817e-45,1.5107268079115934e-07,0.041982158273458435,0.13666113093495366,0.13288884460926054,2.852392099541021e-08,1.4803001896100328e-17,3.045502526988276e-08,1.931105329991775e-09,0.08487204487125075,0.17375486691792802,0.0,0.0,0.0,0.0,0.2832163843089906,0.30651266213217243,0.14748021823664503,1.1699642776214198e-24,0.00516666046667823,0.05972482133656756,0.0412901559223731,0.02827311891887798,0.0038847871619509065,7.52510509151024e-05,0.04948975170652067,0.051647254483153396,1.401298464324817e-45,5.038389262812124e-25,1.401298464324817e-45,8.154524182657407e-25,2.11402017364734e-24,1.5375486298723854e-07,1.7417756002028237e-07,5.424953444249878e-08,0.021485776423166156,0.022285343209902404,0.08584647496463726,0.006226424050983762,0.06682192637599652,0.006786119803314216,3.270720194760394e-32,9.134535072036759e-33,0.035700817592441994,0.009514727373607429,0.008621631345401181,0.0013752876491551329,6.900110172398481e-07,5.282021709222355e-07,5.5180787861493286e-34,0.33614874867368294,0.34763718817539485,0.2561080860905349,0.2641115120576438,0.12471846391757326,0.14404356231292087,Fear__Surprise
1701094692584-2-27-3-20-2,27,Fear,Surprise,0.25704320520162577,0.19908136626084644,4.3337079142562024e-23,8.276089195997455e-15,0.16611735920111334,0.11558270255724586,1.401298464324817e-45,0.0,1.1078435337630866e-10,0.24567289501428602,0.21138391494750974,0.2190993398427963,0.000729113649125156,1.2138438402568377e-13,0.0007697444890102801,4.063084890234753e-05,0.010841191932559007,0.03532406464219092,0.10135437448819476,0.039420674555003615,0.0,0.0,0.4684807648261388,0.4517210702101389,0.8786630352338155,0.00685985414020246,0.006851081997835173,0.09206874072551724,0.10044467436770593,0.1557635739445686,0.01329757167647277,0.005266545172101616,0.0830178199956814,0.07400508448481555,1.9595633502794177e-14,5.178171936430048e-15,1.9595798171754923e-14,5.827356320144076e-15,1.6563415400538604e-28,2.026769433666167e-27,0.007015106256100464,1.7373083195957027e-10,0.2196058263381322,0.23337995707988737,0.023385269101709082,0.039224073601265716,0.021962357560793507,0.01833149814046916,4.858409341530519e-18,7.112448759196525e-18,0.015226807196934962,0.04218827467411752,0.05255744817356264,2.718028943953018e-16,2.9133389995185505e-19,0.05786816726128255,0.04690031744539733,0.26736505230267843,0.2525874142845471,0.06903617916007833,0.0902631777649124,0.5657198150952657,0.6503436396519343,Fear__Surprise
1701094835647-2-27-4-9-2,27,Fear,Surprise,0.058379951565681605,0.05296429061563681,0.0019798041773133224,0.0016033017096977382,0.23137585024038948,0.1680368972321351,1.401298464324817e-45,1.401298464324817e-45,0.07852918755029692,0.09169535954192679,0.023304869048298312,0.023612428270280643,6.111933254537806e-05,0.002107675916119846,0.0007114380972541209,0.0027578001634878295,0.0,0.007723916155130893,0.10568424314260479,0.027071621827781178,0.012912124892075844,0.01297830535719791,0.2746651922663052,0.32136752704779303,0.06847585409802072,0.0056722497188682235,0.00614951618366221,0.027852412074591822,0.3412381713589033,0.41601656277974447,0.14951900777717428,0.14049420457711975,0.061960547789809126,0.0648212890140712,1.401298464324817e-45,0.004432302769511273,1.401298464324817e-45,0.005271442206488533,1.3566539315410506e-20,1.2270085076939134e-20,0.007124496416002048,0.009427532595181339,0.02488835471227975,0.028610680297332332,0.011247388647946834,0.011020769513409771,0.01049117254834373,0.008105625289802734,0.02679565921363369,0.02819710974274919,0.018045107151071185,0.00098438639348993,0.00031929138737419335,0.0019801673952670458,7.393979964052239e-13,0.01062573488646492,0.0003947537558241937,0.1308521741069853,0.16561262545486286,0.04217671087776576,0.14985373419088618,0.04633993127693733,0.047523377044438986,Fear__Surprise
1700747384624-2-15-3-19-6,15,Surprise,Fear,0.050394556795557294,0.0016737171443916067,0.0024773789330339237,0.005955450177073798,0.03381134650359547,0.03773449063301082,1.401298464324817e-45,1.401298464324817e-45,9.317322340009567e-05,0.010709296934752834,0.0008425918097298758,0.0026631494984032927,4.517509052022935e-22,0.022156724892556618,5.821550938026213e-11,0.022152876233061107,0.14224802205959952,0.21655541708072024,0.02705877472956975,0.015621981024742122,0.0,0.0,2.653315332630986e-07,0.0005351943513990631,0.3124451437344153,0.005599443414151464,0.01137800689515032,0.13266693612871067,0.02488809346708266,0.062351868365658404,0.004393544427651342,1.2596164096669605e-14,3.4664254705321766e-21,2.8961027787116848e-21,0.0037876021205296893,0.06577559880048886,0.004156525944933267,0.07253081367768265,2.2717014158524465e-33,1.401298464324817e-45,0.05292779911324028,0.05959847536772331,2.0806933015945125e-06,0.00032452310998396747,1.1506408386284473e-11,7.991821114336841e-08,2.3613871708202656e-10,4.1435898297942365e-08,0.003586850105181326,0.0031889454057012984,0.0619585724547505,0.15702396258711812,0.1314723746851086,4.6282544636788713e-07,1.401298464324817e-45,8.537478699413815e-10,9.95622490343722e-09,0.0003184771623989443,0.0017591590552761855,7.234000011212735e-08,4.508893630845538e-07,7.991854651474105e-20,1.2805915476008516e-19,Fear__Surprise
1700577733309-2-10-2-1-1,10,Disgust,Happiness,0.05912508436789111,0.049544694057355274,1.401298464324817e-45,1.401298464324817e-45,0.24425866603851315,0.19361263066530224,0.0,0.0,0.00019660696076850002,0.008235809486359344,0.10983733745912708,0.09106196748713649,0.01040209842224915,0.009016677613059671,7.329490737952972e-27,2.665341555074052e-29,0.0,0.0521966433152556,0.03412279919721182,0.0,0.10984431530038513,0.10979097584883367,0.0128921778639778,0.0072204567336787194,0.030703608985641003,1.401298464324817e-45,1.401298464324817e-45,0.002946017558375987,0.21372000128030774,0.35724162062009174,0.010865612234920207,0.0037043975527921704,0.04338113746295368,0.034510276218255316,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,0.01119766399885212,0.00840623684925954,0.095229610055685,0.020010514340052955,0.06989246880014734,0.01635827952995891,1.401298464324817e-45,1.401298464324817e-45,0.016415164122978793,0.008795622270554297,0.00804552063345909,0.00061380121624096,1.401298464324817e-45,0.02827335183198248,0.017229262413457028,0.0017548305583962134,0.024749676557257724,0.03329813302855954,0.28513783217531546,0.05547768560548618,0.05502362630019581,Disgust__Happiness
1700577744274-2-10-2-5-1,10,Disgust,Happiness,0.1252760334561268,0.11251070468376076,1.401298464324817e-45,1.401298464324817e-45,0.33584422469139097,0.27669238795836765,0.0,0.0,1.5698589657224275e-10,0.03403345645415999,0.18214713434378302,0.16914954582850136,0.01594888502733197,0.0076644987489062144,0.0040544689943393325,0.002528186794370468,0.00017809104853464333,0.06519148796796792,0.02129270040895786,0.0,0.08961443242927389,0.08948802873492238,0.039632524549961044,0.03469829754903908,0.06574031660590356,1.401298464324817e-45,2.98082932438697e-11,0.01612969543154272,0.21658632854620613,0.3113919158776601,0.01331116147339339,0.006203060066257508,0.09087295470138387,0.08549323777357734,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,4.466634197699048e-11,1.401298464324817e-45,0.02779221565773084,0.02655127105923986,0.11864049881696696,0.05145930858949817,0.09009737869103747,0.038357091043144415,1.401298464324817e-45,1.401298464324817e-45,0.02047934842606381,0.07261985143025713,0.06744538483520346,0.0036528941951364286,4.0703854884778246e-11,0.04697999563068146,0.03522067237645384,0.0172786994099927,0.020590647185842147,3.9483711107481814e-09,1.0557958022341015e-07,0.15895532661428052,0.15720645282417534,Disgust__Happiness
1700577841033-2-10-3-1-1,10,Disgust,Happiness,0.06420117380718386,0.04000726634015636,1.401298464324817e-45,1.401298464324817e-45,0.3667802274227142,0.3256416961550712,0.0,0.0,0.0005437711515696533,0.053583955702682325,0.22068381980061527,0.2072342713673909,0.025463335792095206,0.015658585119896463,0.0,0.0,0.0,0.0,0.15132562716801956,0.0651951475689808,0.09391054662943737,0.09430410332376288,0.009943029870434305,0.001701112614538628,0.10325417489317862,1.401298464324817e-45,0.0007850030863967867,0.007059882658844183,0.2113058341046174,0.19265292572478449,0.0108656426891684,0.0024563907519743865,0.12502161686619118,0.12429037106533841,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,0.02806349474315837,0.02958067857349907,0.14958420867721237,0.07750733395417525,0.11430019388596212,0.05817773283148801,1.401298464324817e-45,1.401298464324817e-45,0.021441632478187436,0.03457762449979781,0.031163904443383208,0.0029463215653473935,1.401298464324817e-45,0.03548474473257855,0.028079940610526398,3.872838152573611e-05,9.360830384441088e-05,0.08130033201280938,0.08692028995913761,0.21302144148697452,0.22513591125607488,Disgust__Happiness
1700578007024-2-10-4-0-1,10,Disgust,Happiness,0.247528763115406,0.2009154749413331,1.401298464324817e-45,1.401298464324817e-45,0.7770044902960459,0.7721011737982432,0.0,0.0,0.0019198443045145668,0.26288930426041285,0.6558175484339396,0.6385114431381226,0.23533602878451346,0.20026260986924166,0.0,0.0,0.0,0.0,0.28215299074848493,0.19573561102151868,0.3182433446248372,0.3206996147831281,0.07553332156191264,0.0763979516923427,0.42244074245293933,1.401298464324817e-45,0.010853518545627537,0.026262994172672374,0.6701861441135406,0.5712210059165954,0.010865637194365212,0.009690607152879177,0.48693643709023793,0.4912057280540466,1.401298464324817e-45,0.00183585340661614,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,1.401298464324817e-45,0.007440808644362993,1.401298464324817e-45,0.12403329735000924,0.14327152818441385,0.2914880156517029,0.20930097997188563,0.2377421418825785,0.1727092921733856,1.401298464324817e-45,1.401298464324817e-45,0.028281835963328627,0.2871340642372767,0.2851446921626727,0.0010617170291273407,1.401298464324817e-45,0.10824019312858577,0.09579361478487645,1.6100879736136163e-07,0.006739997288779355,0.0021475727523332516,0.023798714267710793,0.6695420463879903,0.6888316412766774,Disgust__Happiness
1700747230387-2-15-2-1-1,15,Disgust,Happiness,0.1723410597691933,0.14780121942361193,1.401298464324817e-45,1.401298464324817e-45,0.2928251944171886,0.2750141651990513,1.401298464324817e-45,1.401298464324817e-45,0.030047756806015957,0.040727071960767094,0.072562338411808,0.08048328012228011,0.031500991899520145,0.1300771195441484,0.08028399288321078,0.11120457686483855,0.022935833999266193,0.08609708721439041,0.05775816987734286,0.034753359310949826,0.0,0.0,0.03537825594345724,0.008412732416763857,0.01789930323138828,1.401298464324817e-45,0.0040052067177990865,0.0018223061229866945,0.33605353621145084,0.21006804800504117,0.00711706672057815,0.00190498289496947,0.27183590481678643,0.2870402866974473,1.401298464324817e-45,0.00019660711598893,1.401298464324817e-45,1.401298464324817e-45,0.0011387368508924967,0.0011387368508924967,0.0022009859016785937,0.0034265854706366735,0.02654645647853611,0.034810871694039944,0.07770469480504591,0.03832052884002524,0.0538112080345551,0.03113702982664107,1.401298464324817e-45,1.401298464324817e-45,0.011402796102144397,0.038229632005095465,0.03292615177730718,0.0040052067177990865,0.00167328029250104,0.050319803459569795,0.040687824242437866,0.0035515915466627136,1.5992537709628532e-09,0.0008178072280618967,0.0008144383978408865,0.23017565595606962,0.2243918765957157,Disgust__Happiness
1700747240521-2-15-2-5-1,15,Disgust,Happiness,0.15023945619662596,0.0997152651349703,5.032459561578294e-33,0.0004781875338270899,0.16103087812662123,0.15629313979297874,0.0013214200174843224,1.401298464324817e-45,0.003879414679365311,0.010963427110096293,0.07373143304915475,0.0961367873474955,0.0006888762737347828,0.060760623471859725,0.017515898216516664,0.06807887268563108,0.12830876459678012,0.20280042737722395,0.019819693764050794,0.008315830429395033,0.022109374900658917,0.022202196717262267,0.009279756137463317,0.005673057963184509,0.15339332347114878,0.01292468747803161,0.010864933021366546,0.04902046650143647,0.26626789147655167,0.23487017552057898,0.0356268224616845,0.00465435177223597,0.10879244847844043,0.11542660783590113,1.227800750074633e-35,0.0004781910620588485,1.881877846206952e-35,0.009461930437828357,1.0723588525385106e-33,8.843683236526877e-10,0.0014405813869811655,2.3510000688491245e-09,0.03526524472981687,0.0365271893019477,0.6431531762083371,0.6743693488339583,0.6187172849973043,0.6559431858360767,3.186621613732511e-18,2.18561689229462e-40,0.05158091395472483,0.1067722730338573,0.0908337656408548,0.010066247611151333,6.994160478080735e-12,0.0026525711020817942,0.00019658630147803755,0.004288389982927233,5.44945178247482e-11,0.004301239438879382,0.0030825572340547613,0.0730370882277687,0.079799100694557,Disgust__Happiness
1700747349332-2-15-3-1-1,15,Disgust,Happiness,0.22653696636358894,0.23258363505204516,2.2116540058406772e-35,0.0011987473735946893,0.9298985739549,0.9307796518007915,1.401298464324817e-45,1.401298464324817e-45,0.03338646572859331,0.07402437527974443,0.26858152548472086,0.26103540460268654,0.10050981131692723,0.16382824244598543,0.01624348076681295,0.020227071891228347,0.0,0.0016274997731670633,0.12125153144200639,0.036781852971762376,0.035210171217719674,0.0353037854035695,0.07891368096073464,0.021473375335335675,0.12907854939500488,1.412365216841661e-32,0.0108656426891684,0.005333971813380799,0.7040987849235535,0.6686859031518301,0.0058663410609975505,2.7581865969633477e-12,0.9260289996862412,0.9273020684719085,1.401298464324817e-45,0.010027575950759099,1.401298464324817e-45,0.0008986917943123393,1.401298464324817e-45,1.401298464324817e-45,2.5969497388459807e-07,1.531261313571693e-07,0.13825842092434562,0.14892368987202642,0.1466756850481033,0.05194890312850471,0.09045975531140958,0.06213310398161406,5.269752455562632e-38,1.401298464324817e-45,0.004101164398404414,0.4595348079999288,0.4326154251893361,1.3464013167291579e-11,1.50981589414787e-37,0.010302836882571347,1.2193214253250797e-11,0.00011353367238842352,4.7353120391502307e-08,5.81973292278726e-26,0.0005290097246567334,0.2787885293364525,0.25388617068529123,Disgust__Happiness
