pair,source,target,reference,feature,kind,n_error,n_reference,participants_error,error_mean,reference_mean,raw_delta,sd_scaled_delta,shared_participants,within_participant_delta,within_participant_positive,within_participant_negative,abs_sd_delta
Fear__Surprise,Fear,Surprise,Surprise: correct,CheekPuffR,FEA,8,52,3,0.0005503397421262663,0.004025957341052059,-0.003475617598925793,-0.3265700816327879,,,,,0.3265700816327879
Fear__Surprise,Fear,Surprise,Surprise: correct,CheekRaiserL,FEA,8,52,3,0.11438544906353149,0.06279170548542183,0.051593743578109655,0.2417574949061854,,,,,0.2417574949061854
Fear__Surprise,Fear,Surprise,Surprise: correct,CheekRaiserR,FEA,8,52,3,0.09326817549367657,0.05060127399863905,0.04266690149503752,0.20600958760412225,,,,,0.20600958760412225
Fear__Surprise,Fear,Surprise,Surprise: correct,CheekSuckL,FEA,8,52,3,1.401298464324817e-45,0.008819534978385129,-0.008819534978385129,-0.9483062362827679,,,,,0.9483062362827679
Fear__Surprise,Fear,Surprise,Surprise: correct,CheekSuckR,FEA,8,52,3,1.226136156284215e-45,0.0075628718156180354,-0.0075628718156180354,-0.9677957811555056,,,,,0.9677957811555056
Fear__Surprise,Fear,Surprise,Surprise: correct,ChinRaiserB,FEA,8,52,3,0.016801607437146558,0.017777933776028355,-0.0009763263388817972,-0.004745804866903015,,,,,0.004745804866903015
Fear__Surprise,Fear,Surprise,Surprise: correct,ChinRaiserT,FEA,8,52,3,0.07471828890294852,0.036091069998503617,0.0386272189044449,0.20412455052802614,,,,,0.20412455052802614
Fear__Surprise,Fear,Surprise,Surprise: correct,DimplerL,FEA,8,52,3,0.11142526389412963,0.037657017053805954,0.07376824684032368,0.6450229772564465,,,,,0.6450229772564465
Fear__Surprise,Fear,Surprise,Surprise: correct,DimplerR,FEA,8,52,3,0.11346181672230382,0.03795956760295342,0.0755022491193504,0.6633009659607263,,,,,0.6633009659607263
Fear__Surprise,Fear,Surprise,Surprise: correct,EyesClosedL,FEA,8,52,3,0.004069922553230988,0.009791066675440198,-0.00572114412220921,-0.052793383667098535,,,,,0.052793383667098535
Fear__Surprise,Fear,Surprise,Surprise: correct,EyesClosedR,FEA,8,52,3,0.005825960041318506,0.016932194718376595,-0.01110623467705809,-0.10524980298491479,,,,,0.10524980298491479
Fear__Surprise,Fear,Surprise,Surprise: correct,EyesLookDownL,FEA,8,52,3,0.0026061798372405643,0.00738912214692625,-0.004782942309685686,-0.12554537332717453,,,,,0.12554537332717453
Fear__Surprise,Fear,Surprise,Surprise: correct,EyesLookDownR,FEA,8,52,3,0.00431488053014226,0.01316778104677131,-0.00885290051662905,-0.19631458970625007,,,,,0.19631458970625007
Fear__Surprise,Fear,Surprise,Surprise: correct,EyesLookLeftL,FEA,8,52,3,0.015638972882879888,0.05892069017470184,-0.04328171729182195,-0.5332125648834475,,,,,0.5332125648834475
Fear__Surprise,Fear,Surprise,Surprise: correct,EyesLookLeftR,FEA,8,52,3,0.04576131599606012,0.1037822595771453,-0.058020943581085185,-0.5425958283697306,,,,,0.5425958283697306
Fear__Surprise,Fear,Surprise,Surprise: correct,EyesLookRightL,FEA,8,52,3,0.06946837555976038,0.08831741940808471,-0.018849043848324337,-0.20443955517195062,,,,,0.20443955517195062
Fear__Surprise,Fear,Surprise,Surprise: correct,EyesLookRightR,FEA,8,52,3,0.011750413508222344,0.04659258094386366,-0.03484216743564132,-0.5247697988493347,,,,,0.5247697988493347
Fear__Surprise,Fear,Surprise,Surprise: correct,EyesLookUpL,FEA,8,52,3,0.0016140156115094805,0.047570245777732896,-0.04595623016622342,-0.4430502770474321,,,,,0.4430502770474321
Fear__Surprise,Fear,Surprise,Surprise: correct,EyesLookUpR,FEA,8,52,3,0.0016222881696497386,0.04771592230096796,-0.04609363413131822,-0.4437161606358064,,,,,0.4437161606358064
Fear__Surprise,Fear,Surprise,Surprise: correct,InnerBrowRaiserL,FEA,8,52,3,0.19652348739323744,0.3060270400024499,-0.10950355260921246,-0.7130888163697238,,,,,0.7130888163697238
Fear__Surprise,Fear,Surprise,Surprise: correct,InnerBrowRaiserR,FEA,8,52,3,0.22160501425399903,0.31122807933864194,-0.0896230650846429,-0.570252207039485,,,,,0.570252207039485
Fear__Surprise,Fear,Surprise,Surprise: correct,JawDrop,FEA,8,52,3,0.19804923858367446,0.3963972868084584,-0.19834804822478397,-1.110881472329799,,,,,1.110881472329799
Fear__Surprise,Fear,Surprise,Surprise: correct,JawSidewaysLeft,FEA,8,52,3,0.0026944637651102822,0.01953679591604042,-0.016842332150930138,-0.7904760828137143,,,,,0.7904760828137143
Fear__Surprise,Fear,Surprise,Surprise: correct,JawSidewaysRight,FEA,8,52,3,0.005217121155081005,0.030358263037542785,-0.02514114188246178,-0.9255781754035308,,,,,0.9255781754035308
Fear__Surprise,Fear,Surprise,Surprise: correct,JawThrust,FEA,8,52,3,0.037395153132149694,0.08896996043875091,-0.05157480730660122,-0.7593771394455558,,,,,0.7593771394455558
Fear__Surprise,Fear,Surprise,Surprise: correct,LidTightenerL,FEA,8,52,3,0.12254117223920889,0.0725386126207941,0.050002559618414794,0.27782151708278346,,,,,0.27782151708278346
Fear__Surprise,Fear,Surprise,Surprise: correct,LidTightenerR,FEA,8,52,3,0.1525499431151291,0.10391952058368203,0.04863042253144706,0.25863836154029357,,,,,0.25863836154029357
Fear__Surprise,Fear,Surprise,Surprise: correct,LipCornerDepressorL,FEA,8,52,3,0.034967853546095246,0.02067525658224291,0.014292596963852336,0.08579864825989178,,,,,0.08579864825989178
Fear__Surprise,Fear,Surprise,Surprise: correct,LipCornerDepressorR,FEA,8,52,3,0.029433194053516007,0.018014941505856683,0.011418252547659324,0.07066159427775318,,,,,0.07066159427775318
Fear__Surprise,Fear,Surprise,Surprise: correct,LipCornerPullerL,FEA,8,52,3,0.05544070161168081,0.021283062872835875,0.034157638738844934,0.15132450368001868,,,,,0.15132450368001868
Fear__Surprise,Fear,Surprise,Surprise: correct,LipCornerPullerR,FEA,8,52,3,0.05676829122397022,0.021427884908856536,0.03534040631511369,0.15306860202340522,,,,,0.15306860202340522
Fear__Surprise,Fear,Surprise,Surprise: correct,LipFunnelerLB,FEA,8,52,3,6.462582679179322e-15,0.008817524470994178,-0.008817524470987716,-0.17590665020532884,,,,,0.17590665020532884
Fear__Surprise,Fear,Surprise,Surprise: correct,LipFunnelerLT,FEA,8,52,3,0.0015243158844410862,0.03569915543229994,-0.034174839547858854,-0.8448099214260287,,,,,0.8448099214260287
Fear__Surprise,Fear,Surprise,Surprise: correct,LipFunnelerRB,FEA,8,52,3,2.1588808644311597e-05,0.007875482615405681,-0.007853893806761368,-0.15812303455641089,,,,,0.15812303455641089
Fear__Surprise,Fear,Surprise,Surprise: correct,LipFunnelerRT,FEA,8,52,3,0.0024384705770963805,0.03588070735249424,-0.03344223677539786,-0.824916474391804,,,,,0.824916474391804
Fear__Surprise,Fear,Surprise,Surprise: correct,LipPressorL,FEA,8,52,3,0.00011708299566417927,0.003060540986348732,-0.0029434579906845526,-0.06643384643841445,,,,,0.06643384643841445
Fear__Surprise,Fear,Surprise,Surprise: correct,LipPressorR,FEA,8,52,3,3.4671555130981424e-08,0.0031412360459675062,-0.0031412013744123754,-0.07037671155749704,,,,,0.07037671155749704
Fear__Surprise,Fear,Surprise,Surprise: correct,LipPuckerL,FEA,8,52,3,0.0033512609915668993,0.0976736704051602,-0.09432240941359331,-0.874035709854681,,,,,0.874035709854681
Fear__Surprise,Fear,Surprise,Surprise: correct,LipPuckerR,FEA,8,52,3,0.002835787666168111,0.09927152728146237,-0.09643573961529425,-0.8994692481757904,,,,,0.8994692481757904
Fear__Surprise,Fear,Surprise,Surprise: correct,LipStretcherL,FEA,8,52,3,0.045164356923940156,0.008402702834761269,0.03676165408917889,0.3409218652814311,,,,,0.3409218652814311
Fear__Surprise,Fear,Surprise,Surprise: correct,LipStretcherR,FEA,8,52,3,0.048972531802127905,0.01148535457811702,0.03748717722401089,0.3301506619769355,,,,,0.3301506619769355
Fear__Surprise,Fear,Surprise,Surprise: correct,LipSuckLB,FEA,8,52,3,0.07430613248195025,0.037395875513200616,0.03691025696874964,0.3147947529465909,,,,,0.3147947529465909
Fear__Surprise,Fear,Surprise,Surprise: correct,LipSuckLT,FEA,8,52,3,0.044417680671688206,0.017769198944672323,0.026648481727015883,0.36810940029037964,,,,,0.36810940029037964
Fear__Surprise,Fear,Surprise,Surprise: correct,LipSuckRB,FEA,8,52,3,0.06066138365227829,0.02860277360263783,0.03205861004964046,0.3077034184446466,,,,,0.3077034184446466
Fear__Surprise,Fear,Surprise,Surprise: correct,LipSuckRT,FEA,8,52,3,0.039327772300759865,0.014343575808987673,0.024984196491772193,0.3705094105996943,,,,,0.3705094105996943
Fear__Surprise,Fear,Surprise,Surprise: correct,LipTightenerL,FEA,8,52,3,0.003976128676496303,0.03220499076979945,-0.028228862093303147,-0.47898680948727446,,,,,0.47898680948727446
Fear__Surprise,Fear,Surprise,Surprise: correct,LipTightenerR,FEA,8,52,3,0.004063206860951919,0.02424198681138257,-0.02017877995043065,-0.35619053209024215,,,,,0.35619053209024215
Fear__Surprise,Fear,Surprise,Surprise: correct,LipsToward,FEA,8,52,3,0.03089389120383804,0.07971810094615342,-0.04882420974231538,-1.1564929692762025,,,,,1.1564929692762025
Fear__Surprise,Fear,Surprise,Surprise: correct,LowerLipDepressorL,FEA,8,52,3,0.017218326891969647,0.014476709756445568,0.002741617135524078,0.022908535733964747,,,,,0.022908535733964747
Fear__Surprise,Fear,Surprise,Surprise: correct,LowerLipDepressorR,FEA,8,52,3,0.017215635250387114,0.015452531721019121,0.0017631035293679924,0.015107782377885553,,,,,0.015107782377885553
Fear__Surprise,Fear,Surprise,Surprise: correct,MouthLeft,FEA,8,52,3,0.0023647470452810493,0.0017829196710026814,0.0005818273742783679,0.04875617946634362,,,,,0.04875617946634362
Fear__Surprise,Fear,Surprise,Surprise: correct,MouthRight,FEA,8,52,3,9.512048010961494e-05,0.0042996872470928,-0.004204566766983185,-0.5783423367355536,,,,,0.5783423367355536
Fear__Surprise,Fear,Surprise,Surprise: correct,NoseWrinklerL,FEA,8,52,3,0.0150894053168137,0.003068632029652067,0.012020773287161633,0.06963556597592088,,,,,0.06963556597592088
Fear__Surprise,Fear,Surprise,Surprise: correct,NoseWrinklerR,FEA,8,52,3,0.011933092810127425,0.003008889592993775,0.00892420321713365,0.05093211287996973,,,,,0.05093211287996973
Fear__Surprise,Fear,Surprise,Surprise: correct,OuterBrowRaiserL,FEA,8,52,3,0.18320649069963993,0.3122887534152319,-0.12908226271559195,-0.8231541376963755,,,,,0.8231541376963755
Fear__Surprise,Fear,Surprise,Surprise: correct,OuterBrowRaiserR,FEA,8,52,3,0.19289988001448816,0.32272752546503963,-0.12982764545055148,-0.8103310912402168,,,,,0.8103310912402168
Fear__Surprise,Fear,Surprise,Surprise: correct,UpperLidRaiserL,FEA,8,52,3,0.09435562000336274,0.2696889446739539,-0.17533332467059115,-0.9797070057402361,,,,,0.9797070057402361
Fear__Surprise,Fear,Surprise,Surprise: correct,UpperLidRaiserR,FEA,8,52,3,0.11838257582584746,0.35328953612882513,-0.23490696030297767,-1.0917310850252002,,,,,1.0917310850252002
Fear__Surprise,Fear,Surprise,Surprise: correct,UpperLipRaiserL,FEA,8,52,3,0.17786794835675623,0.04239173153721377,0.13547621681954247,0.7387226890719979,,,,,0.7387226890719979
Fear__Surprise,Fear,Surprise,Surprise: correct,UpperLipRaiserR,FEA,8,52,3,0.20928768849910673,0.04298482452457361,0.16630286397453312,0.8667777646467111,,,,,0.8667777646467111
Fear__Surprise,Fear,Surprise,Surprise: correct,AU1,AU-related group,8,52,3,0.20906425082361824,0.3086275596705459,-0.09956330884692766,-0.6422627271515717,,,,,0.6422627271515717
Fear__Surprise,Fear,Surprise,Surprise: correct,AU2,AU-related group,8,52,3,0.18805318535706406,0.31750813944013573,-0.12945495408307167,-0.819103303440166,,,,,0.819103303440166
Fear__Surprise,Fear,Surprise,Surprise: correct,AU4,AU-related group,8,52,3,0.08661443340142991,0.03203312761855903,0.054581305782870876,0.3822939751058611,,,,,0.3822939751058611
Fear__Surprise,Fear,Surprise,Surprise: correct,AU5,AU-related group,8,52,3,0.10636909791460511,0.3114892404013895,-0.20512014248678437,-1.0946053258896666,,,,,1.0946053258896666
Fear__Surprise,Fear,Surprise,Surprise: correct,AU6,AU-related group,8,52,3,0.10382681227860403,0.05669648974203045,0.047130322536573586,0.22451854491766626,,,,,0.22451854491766626
Fear__Surprise,Fear,Surprise,Surprise: correct,AU7,AU-related group,8,52,3,0.13754555767716897,0.08822906660223806,0.04931649107493091,0.2807469287505028,,,,,0.2807469287505028
Fear__Surprise,Fear,Surprise,Surprise: correct,AU8,AU-related group,8,52,3,0.03089389120383804,0.07971810094615342,-0.04882420974231538,-1.1564929692762025,,,,,1.1564929692762025
Fear__Surprise,Fear,Surprise,Surprise: correct,AU9,AU-related group,8,52,3,0.013511249063470562,0.0030387608113229205,0.010472488252147642,0.06023918748189221,,,,,0.06023918748189221
Fear__Surprise,Fear,Surprise,Surprise: correct,AU10,AU-related group,8,52,3,0.19357781842793148,0.042688278030893693,0.15088954039703778,0.8053616272202788,,,,,0.8053616272202788
Fear__Surprise,Fear,Surprise,Surprise: correct,AU12,AU-related group,8,52,3,0.056104496417825514,0.021355473890846202,0.03474902252697931,0.15222675070000366,,,,,0.15222675070000366
Fear__Surprise,Fear,Surprise,Surprise: correct,AU14,AU-related group,8,52,3,0.11244354030821674,0.037808292328379685,0.07463524797983706,0.6544502642723362,,,,,0.6544502642723362
Fear__Surprise,Fear,Surprise,Surprise: correct,AU15,AU-related group,8,52,3,0.03220052379980562,0.019345099044049796,0.012855424755755823,0.07837918308359988,,,,,0.07837918308359988
Fear__Surprise,Fear,Surprise,Surprise: correct,AU16,AU-related group,8,52,3,0.01721698107117838,0.014964620738732344,0.0022523603324460344,0.019061652218485336,,,,,0.019061652218485336
Fear__Surprise,Fear,Surprise,Surprise: correct,AU17,AU-related group,8,52,3,0.045759948170047526,0.026934501887265982,0.018825446282781544,0.09683276021056766,,,,,0.09683276021056766
Fear__Surprise,Fear,Surprise,Surprise: correct,AU18,AU-related group,8,52,3,0.003093524328867505,0.09847259884331129,-0.09537907451444379,-0.8869300446148224,,,,,0.8869300446148224
Fear__Surprise,Fear,Surprise,Surprise: correct,AU20,AU-related group,8,52,3,0.04706844436303403,0.009944028706439144,0.037124415656594884,0.3355295044092527,,,,,0.3355295044092527
Fear__Surprise,Fear,Surprise,Surprise: correct,AU22,AU-related group,8,52,3,0.0009960938175470602,0.02206821746779851,-0.021072123650251448,-0.500272826366184,,,,,0.500272826366184
Fear__Surprise,Fear,Surprise,Surprise: correct,AU23,AU-related group,8,52,3,0.004019667768724111,0.028223488790591007,-0.024203821021866898,-0.41948491793619735,,,,,0.41948491793619735
Fear__Surprise,Fear,Surprise,Surprise: correct,AU24,AU-related group,8,52,3,5.8558833609655124e-05,0.0031008885161581193,-0.0030423296825484642,-0.06842416941892587,,,,,0.06842416941892587
Fear__Surprise,Fear,Surprise,Surprise: correct,AU26,AU-related group,8,52,3,0.19804923858367446,0.3963972868084584,-0.19834804822478397,-1.110881472329799,,,,,1.110881472329799
Fear__Surprise,Fear,Surprise,Surprise: correct,AU28,AU-related group,8,52,3,0.05467824227666916,0.02452785596737461,0.030150386309294553,0.3725400984004078,,,,,0.3725400984004078
Fear__Surprise,Fear,Surprise,Surprise: correct,AU43,AU-related group,8,52,3,0.004947941297274748,0.013361630696908395,-0.008413689399633648,-0.080516311982307,,,,,0.080516311982307
Fear__Surprise,Fear,Surprise,Surprise: all,BrowLowererL,FEA,8,54,3,0.09966483080744046,0.03898958633454363,0.06067524447289683,0.4151260344896127,,,,,0.4151260344896127
Fear__Surprise,Fear,Surprise,Surprise: all,BrowLowererR,FEA,8,54,3,0.07356403599541936,0.03682657805023787,0.03673745794518149,0.2601895204585816,,,,,0.2601895204585816
Fear__Surprise,Fear,Surprise,Surprise: all,CheekPuffL,FEA,8,54,3,0.000572972319586872,0.0037952206196071978,-0.003222248300020326,-0.3391700471557118,,,,,0.3391700471557118
Fear__Surprise,Fear,Surprise,Surprise: all,CheekPuffR,FEA,8,54,3,0.0005503397421262663,0.004931330658561372,-0.004380990916435106,-0.4116392325942016,,,,,0.4116392325942016
Fear__Surprise,Fear,Surprise,Surprise: all,CheekRaiserL,FEA,8,54,3,0.11438544906353149,0.06769845274862313,0.04668699631490836,0.21876550316025928,,,,,0.21876550316025928
Fear__Surprise,Fear,Surprise,Surprise: all,CheekRaiserR,FEA,8,54,3,0.09326817549367657,0.0552291472100015,0.038039028283675065,0.18366472031002473,,,,,0.18366472031002473
Fear__Surprise,Fear,Surprise,Surprise: all,CheekSuckL,FEA,8,54,3,1.401298464324817e-45,0.008492885534741236,-0.008492885534741236,-0.9131837830871099,,,,,0.9131837830871099
Fear__Surprise,Fear,Surprise,Surprise: all,CheekSuckR,FEA,8,54,3,1.226136156284215e-45,0.007282765452076627,-0.007282765452076627,-0.931951492964561,,,,,0.931951492964561
Fear__Surprise,Fear,Surprise,Surprise: all,ChinRaiserB,FEA,8,54,3,0.016801607437146558,0.018048954597240496,-0.0012473471600939375,-0.0060632044710289745,,,,,0.0060632044710289745
Fear__Surprise,Fear,Surprise,Surprise: all,ChinRaiserT,FEA,8,54,3,0.07471828890294852,0.0365552112935018,0.03816307760944671,0.2016718077235966,,,,,0.2016718077235966
Fear__Surprise,Fear,Surprise,Surprise: all,DimplerL,FEA,8,54,3,0.11142526389412963,0.036277916297907366,0.07514734759622227,0.6570817113813311,,,,,0.6570817113813311
Fear__Surprise,Fear,Surprise,Surprise: all,DimplerR,FEA,8,54,3,0.11346181672230382,0.036635124492297305,0.07682669223000652,0.674936439140731,,,,,0.674936439140731
Fear__Surprise,Fear,Surprise,Surprise: all,EyesClosedL,FEA,8,54,3,0.004069922553230988,0.011219065543378396,-0.007149142990147408,-0.06597062418068525,,,,,0.06597062418068525
Fear__Surprise,Fear,Surprise,Surprise: all,EyesClosedR,FEA,8,54,3,0.005825960041318506,0.019166569199230966,-0.01334060915791246,-0.1264241686221027,,,,,0.1264241686221027
Fear__Surprise,Fear,Surprise,Surprise: all,EyesLookDownL,FEA,8,54,3,0.0026061798372405643,0.010136141596128556,-0.0075299617588879915,-0.19765069259659648,,,,,0.19765069259659648
Fear__Surprise,Fear,Surprise,Surprise: all,EyesLookDownR,FEA,8,54,3,0.00431488053014226,0.01695280237257944,-0.012637921842437179,-0.28024808779647425,,,,,0.28024808779647425
Fear__Surprise,Fear,Surprise,Surprise: all,EyesLookLeftL,FEA,8,54,3,0.015638972882879888,0.060424286587954984,-0.044785313705075096,-0.5517362407037631,,,,,0.5517362407037631
Fear__Surprise,Fear,Surprise,Surprise: all,EyesLookLeftR,FEA,8,54,3,0.04576131599606012,0.1057462341632973,-0.05998491816723718,-0.5609623758902994,,,,,0.5609623758902994
Fear__Surprise,Fear,Surprise,Surprise: all,EyesLookRightL,FEA,8,54,3,0.06946837555976038,0.08675175682727077,-0.01728338126751039,-0.18745814411754178,,,,,0.18745814411754178
Fear__Surprise,Fear,Surprise,Surprise: all,EyesLookRightR,FEA,8,54,3,0.011750413508222344,0.045511861966525985,-0.033761448458303644,-0.5084927207543016,,,,,0.5084927207543016
Fear__Surprise,Fear,Surprise,Surprise: all,EyesLookUpL,FEA,8,54,3,0.0016140156115094805,0.045808384823002035,-0.04419436921149256,-0.42606470226705606,,,,,0.42606470226705606
Fear__Surprise,Fear,Surprise,Surprise: all,EyesLookUpR,FEA,8,54,3,0.0016222881696497386,0.04594866591945063,-0.044326377749800895,-0.4267038284288911,,,,,0.4267038284288911
Fear__Surprise,Fear,Surprise,Surprise: all,InnerBrowRaiserL,FEA,8,54,3,0.19652348739323744,0.29492175157563494,-0.0983982641823975,-0.6407710075769554,,,,,0.6407710075769554
Fear__Surprise,Fear,Surprise,Surprise: all,InnerBrowRaiserR,FEA,8,54,3,0.22160501425399903,0.2997110244490461,-0.0781060101950471,-0.4969716741411264,,,,,0.4969716741411264
Fear__Surprise,Fear,Surprise,Surprise: all,JawDrop,FEA,8,54,3,0.19804923858367446,0.3922261973857522,-0.19417695880207775,-1.0875205872563851,,,,,1.0875205872563851
Fear__Surprise,Fear,Surprise,Surprise: all,JawSidewaysLeft,FEA,8,54,3,0.0026944637651102822,0.0201077167114279,-0.01741325294631762,-0.817271613853628,,,,,0.817271613853628
Fear__Surprise,Fear,Surprise,Surprise: all,JawSidewaysRight,FEA,8,54,3,0.005217121155081005,0.03090975678743257,-0.025692635632351565,-0.945881572168716,,,,,0.945881572168716
Fear__Surprise,Fear,Surprise,Surprise: all,JawThrust,FEA,8,54,3,0.037395153132149694,0.09096844586200346,-0.05357329272985377,-0.7888024387959021,,,,,0.7888024387959021
Fear__Surprise,Fear,Surprise,Surprise: all,LidTightenerL,FEA,8,54,3,0.12254117223920889,0.08299550335361666,0.03954566888559223,0.21972150641269442,,,,,0.21972150641269442
Fear__Surprise,Fear,Surprise,Surprise: all,LidTightenerR,FEA,8,54,3,0.1525499431151291,0.11127848152097766,0.04127146159415143,0.21950011226371405,,,,,0.21950011226371405
Fear__Surprise,Fear,Surprise,Surprise: all,LipCornerDepressorL,FEA,8,54,3,0.034967853546095246,0.020871230003569167,0.014096623542526079,0.08462221722449742,,,,,0.08462221722449742
Fear__Surprise,Fear,Surprise,Surprise: all,LipCornerDepressorR,FEA,8,54,3,0.029433194053516007,0.017676399559179715,0.011756794494336292,0.07275665335813694,,,,,0.07275665335813694
Fear__Surprise,Fear,Surprise,Surprise: all,LipCornerPullerL,FEA,8,54,3,0.05544070161168081,0.020620762449804594,0.034819939161876215,0.15425861407238312,,,,,0.15425861407238312
Fear__Surprise,Fear,Surprise,Surprise: all,LipCornerPullerR,FEA,8,54,3,0.05676829122397022,0.020661842976082753,0.036106448247887474,0.1563865312711752,,,,,0.1563865312711752
Fear__Surprise,Fear,Surprise,Surprise: all,LipFunnelerLB,FEA,8,54,3,6.462582679179322e-15,0.010287479699315405,-0.010287479699308943,-0.20523176305492566,,,,,0.20523176305492566
Fear__Surprise,Fear,Surprise,Surprise: all,LipFunnelerLT,FEA,8,54,3,0.0015243158844410862,0.04151457433209566,-0.039990258447654574,-0.988568418870201,,,,,0.988568418870201
Fear__Surprise,Fear,Surprise,Surprise: all,LipFunnelerRB,FEA,8,54,3,2.1588808644311597e-05,0.009309002939056059,-0.009287414130411746,-0.18698420702079346,,,,,0.18698420702079346
Fear__Surprise,Fear,Surprise,Surprise: all,LipFunnelerRT,FEA,8,54,3,0.0024384705770963805,0.04168831403522205,-0.03924984345812567,-0.9681721561676865,,,,,0.9681721561676865
Fear__Surprise,Fear,Surprise,Surprise: all,LipPressorL,FEA,8,54,3,0.00011708299566417927,0.003011499177755403,-0.0028944161820912235,-0.0653269728253164,,,,,0.0653269728253164
Fear__Surprise,Fear,Surprise,Surprise: all,LipPressorR,FEA,8,54,3,3.4671555130981424e-08,0.003096950930309625,-0.0030969162587544943,-0.06938453040148053,,,,,0.06938453040148053
Fear__Surprise,Fear,Surprise,Surprise: all,LipPuckerL,FEA,8,54,3,0.0033512609915668993,0.10800241900322069,-0.1046511580116538,-0.9697467415060345,,,,,0.9697467415060345
Fear__Surprise,Fear,Surprise,Surprise: all,LipPuckerR,FEA,8,54,3,0.002835787666168111,0.10982939536024235,-0.10699360769407423,-0.9979439184696377,,,,,0.9979439184696377
Fear__Surprise,Fear,Surprise,Surprise: all,LipStretcherL,FEA,8,54,3,0.045164356923940156,0.008091832926185736,0.03707252399775442,0.34380482448762834,,,,,0.34380482448762834
Fear__Surprise,Fear,Surprise,Surprise: all,LipStretcherR,FEA,8,54,3,0.048972531802127905,0.011109937263780297,0.03786259453834761,0.3334569732018437,,,,,0.3334569732018437
Fear__Surprise,Fear,Surprise,Surprise: all,LipSuckLB,FEA,8,54,3,0.07430613248195025,0.0360927802672176,0.038213352214732654,0.32590839938834837,,,,,0.32590839938834837
Fear__Surprise,Fear,Surprise,Surprise: all,LipSuckLT,FEA,8,54,3,0.044417680671688206,0.01722281068964239,0.027194869982045816,0.37565694671141536,,,,,0.37565694671141536
Fear__Surprise,Fear,Surprise,Surprise: all,LipSuckRB,FEA,8,54,3,0.06066138365227829,0.027689065130617228,0.03297231852166106,0.3164733314217605,,,,,0.3164733314217605
Fear__Surprise,Fear,Surprise,Surprise: all,LipSuckRT,FEA,8,54,3,0.039327772300759865,0.0138537964431333,0.025473975857626563,0.3777727165950004,,,,,0.3777727165950004
Fear__Surprise,Fear,Surprise,Surprise: all,LipTightenerL,FEA,8,54,3,0.003976128676496303,0.0360342355347887,-0.03205810685829239,-0.5439613637808807,,,,,0.5439613637808807
Fear__Surprise,Fear,Surprise,Surprise: all,LipTightenerR,FEA,8,54,3,0.004063206860951919,0.027696226472003198,-0.023633019611051277,-0.41716386475485745,,,,,0.41716386475485745
Fear__Surprise,Fear,Surprise,Surprise: all,LipsToward,FEA,8,54,3,0.03089389120383804,0.08021129036992138,-0.04931739916608334,-1.1681750856713131,,,,,1.1681750856713131
Fear__Surprise,Fear,Surprise,Surprise: all,LowerLipDepressorL,FEA,8,54,3,0.017218326891969647,0.01722002714738363,-1.7002554139819437e-06,-1.420707559906127e-05,,,,,1.420707559906127e-05
Fear__Surprise,Fear,Surprise,Surprise: all,LowerLipDepressorR,FEA,8,54,3,0.017215635250387114,0.017686326476716346,-0.0004706912263292319,-0.0040332859052872394,,,,,0.0040332859052872394
Fear__Surprise,Fear,Surprise,Surprise: all,MouthLeft,FEA,8,54,3,0.0023647470452810493,0.0017293291929083637,0.0006354178523726856,0.053246973614512416,,,,,0.053246973614512416
Fear__Surprise,Fear,Surprise,Surprise: all,MouthRight,FEA,8,54,3,9.512048010961494e-05,0.004140439571274562,-0.004045319091164947,-0.5564376606876791,,,,,0.5564376606876791
Fear__Surprise,Fear,Surprise,Surprise: all,NoseWrinklerL,FEA,8,54,3,0.0150894053168137,0.004867840693956627,0.010221564622857074,0.05921286598361347,,,,,0.05921286598361347
Fear__Surprise,Fear,Surprise,Surprise: all,NoseWrinklerR,FEA,8,54,3,0.011933092810127425,0.0045334317559801865,0.007399661054147238,0.042231262882916794,,,,,0.042231262882916794
Fear__Surprise,Fear,Surprise,Surprise: all,OuterBrowRaiserL,FEA,8,54,3,0.18320649069963993,0.30072840101564774,-0.11752191031600781,-0.7494340795663713,,,,,0.7494340795663713
Fear__Surprise,Fear,Surprise,Surprise: all,OuterBrowRaiserR,FEA,8,54,3,0.19289988001448816,0.3108072311710618,-0.11790735115657364,-0.7359294871009611,,,,,0.7359294871009611
Fear__Surprise,Fear,Surprise,Surprise: all,UpperLidRaiserL,FEA,8,54,3,0.09435562000336274,0.25970046658122914,-0.1653448465778664,-0.9238945583203835,,,,,0.9238945583203835
Fear__Surprise,Fear,Surprise,Surprise: all,UpperLidRaiserR,FEA,8,54,3,0.11838257582584746,0.3402047468442469,-0.22182217101839943,-1.0309194718462882,,,,,1.0309194718462882
Fear__Surprise,Fear,Surprise,Surprise: all,UpperLipRaiserL,FEA,8,54,3,0.17786794835675623,0.041035801849937346,0.13683214650681888,0.7461162821933027,,,,,0.7461162821933027
Fear__Surprise,Fear,Surprise,Surprise: all,UpperLipRaiserR,FEA,8,54,3,0.20928768849910673,0.041681376943394695,0.16760631155571204,0.8735713901667229,,,,,0.8735713901667229
Fear__Surprise,Fear,Surprise,Surprise: all,AU1,AU-related group,8,54,3,0.20906425082361824,0.2973163880123405,-0.08825213718872227,-0.5692966511883105,,,,,0.5692966511883105
