pair,basis,feature,kind,a_mean,b_mean,a_sd,b_sd,raw_delta_b_minus_a,sd_scaled_delta,abs_sd_delta
Fear__Surprise,correct,BrowLowererL,FEA,0.04345572338823085,0.03235837141835784,0.08656003666370099,0.04450392986609231,-0.011097351969873014,-0.07592552377183578,0.07592552377183578
Fear__Surprise,correct,BrowLowererR,FEA,0.046749502496631665,0.03170788381876023,0.08501882313656707,0.04287788616521495,-0.015041618677871432,-0.10653082084656137,0.10653082084656137
Fear__Surprise,correct,CheekPuffL,FEA,9.817972402605541e-05,0.0031389907862899155,0.0003857044934160758,0.005603728439120126,0.00304081106226386,0.32007217797993337,0.32007217797993337
Fear__Surprise,correct,CheekPuffR,FEA,0.0001096511584566191,0.004025957341052059,0.0004079859584077588,0.007266811860163377,0.00391630618259544,0.3679773143467994,0.3679773143467994
Fear__Surprise,correct,CheekRaiserL,FEA,0.06352058604045843,0.06279170548542183,0.09445791771487157,0.07723020200366917,-0.0007288805550366012,-0.0034153818825862947,0.0034153818825862947
Fear__Surprise,correct,CheekRaiserR,FEA,0.05251000625174728,0.05060127399863905,0.08308596849893159,0.06518702934878959,-0.001908732253108232,-0.009215976096957687,0.009215976096957687
Fear__Surprise,correct,CheekSuckL,FEA,4.787492417071824e-10,0.008819534978385129,2.41160215643299e-09,0.023896001994409135,0.008819534499635887,0.9483061848060299,0.9483061848060299
Fear__Surprise,correct,CheekSuckR,FEA,1.443494598919296e-09,0.0075628718156180354,6.630099890362614e-09,0.02002799161939849,0.007562870372123436,0.9677955964362591,0.9677955964362591
Fear__Surprise,correct,ChinRaiserB,FEA,0.00876074528389746,0.017777933776028355,0.021971265645485745,0.040261243426029124,0.009017188492130896,0.04383146836000464,0.04383146836000464
Fear__Surprise,correct,ChinRaiserT,FEA,0.04386433633227038,0.036091069998503617,0.06076779265428304,0.03753867423873904,-0.007773266333766765,-0.04107762716337294,0.04107762716337294
Fear__Surprise,correct,DimplerL,FEA,0.07451366063939736,0.037657017053805954,0.10486902193798497,0.0589655469072837,-0.03685664358559141,-0.3222712074033285,0.3222712074033285
Fear__Surprise,correct,DimplerR,FEA,0.07616677234245266,0.03795956760295342,0.10431386700938677,0.058026740721366335,-0.038207204739499234,-0.3356572301615579,0.3356572301615579
Fear__Surprise,correct,EyesClosedL,FEA,0.003235995608610324,0.009791066675440198,0.01020171015990264,0.035999975596879556,0.006555071066829874,0.060488667022535046,0.060488667022535046
Fear__Surprise,correct,EyesClosedR,FEA,0.0030134361372180967,0.016932194718376595,0.011244638921086837,0.04189924691757874,0.0139187585811585,0.13190308336340423,0.13190308336340423
Fear__Surprise,correct,EyesLookDownL,FEA,0.0062430345150807426,0.00738912214692625,0.021836889095848123,0.021617629320096095,0.0011460876318455078,0.030083155992562494,0.030083155992562494
Fear__Surprise,correct,EyesLookDownR,FEA,0.005960628187650132,0.01316778104677131,0.022320472950302088,0.030378752397794844,0.007207152859121178,0.15981985269471274,0.15981985269471274
Fear__Surprise,correct,EyesLookLeftL,FEA,0.03262345663270668,0.05892069017470184,0.06949978797379466,0.09020444222951714,0.02629723354199516,0.3239708639960946,0.3239708639960946
Fear__Surprise,correct,EyesLookLeftR,FEA,0.07058599235818043,0.1037822595771453,0.09382716628352449,0.11838845156063359,0.033196267218964876,0.31044231614890766,0.31044231614890766
Fear__Surprise,correct,EyesLookRightL,FEA,0.09732394151332564,0.08831741940808471,0.0919298046236612,0.1079750062141489,-0.00900652210524093,-0.09768608888909157,0.09768608888909157
Fear__Surprise,correct,EyesLookRightR,FEA,0.04895663058157124,0.04659258094386366,0.06448828544409779,0.08183096702756608,-0.0023640496377075743,-0.03560576003605935,0.03560576003605935
Fear__Surprise,correct,EyesLookUpL,FEA,0.051928626458546255,0.047570245777732896,0.07056206175641144,0.08845425727683628,-0.004358380680813359,-0.04201784526555343,0.04201784526555343
Fear__Surprise,correct,EyesLookUpR,FEA,0.051925939664649146,0.04771592230096796,0.07059079128690707,0.0889467171988181,-0.004210017363681186,-0.04052734777866974,0.04052734777866974
Fear__Surprise,correct,InnerBrowRaiserL,FEA,0.24244784837996844,0.3060270400024499,0.1955381565920242,0.22316389885518279,0.06357919162248146,0.4140286723081616,0.4140286723081616
Fear__Surprise,correct,InnerBrowRaiserR,FEA,0.2540996504143313,0.31122807933864194,0.20521228505528818,0.226930355072848,0.05712842892431064,0.36349585509064153,0.36349585509064153
Fear__Surprise,correct,JawDrop,FEA,0.2488203237230044,0.3963972868084584,0.21524762143091258,0.21006560874657146,0.14757696308545404,0.8265295045834734,0.8265295045834734
Fear__Surprise,correct,JawSidewaysLeft,FEA,0.0008595912879629647,0.01953679591604042,0.001388617172887433,0.04192971059030955,0.018677204628077454,0.8765937769192783,0.8765937769192783
Fear__Surprise,correct,JawSidewaysRight,FEA,0.005941570585164876,0.030358263037542785,0.006982624260776014,0.06084074604394518,0.02441669245237791,0.8989073668617392,0.8989073668617392
Fear__Surprise,correct,JawThrust,FEA,0.03429902658905681,0.08896996043875091,0.05384922762306654,0.07797708197140642,0.054670933849694105,0.8049638869379581,0.8049638869379581
Fear__Surprise,correct,LidTightenerL,FEA,0.058707629018927086,0.0725386126207941,0.09864978611796119,0.08828951646867632,0.013830983601867013,0.0768469629623255,0.0768469629623255
Fear__Surprise,correct,LidTightenerR,FEA,0.08617964988588568,0.10391952058368203,0.14169894466296915,0.15304810521095297,0.017739870697796353,0.09434857548785902,0.09434857548785902
Fear__Surprise,correct,LipCornerDepressorL,FEA,0.038211939080122055,0.02067525658224291,0.05078764977778993,0.039914547098214855,-0.017536682497879146,-0.10527293654794184,0.10527293654794184
Fear__Surprise,correct,LipCornerDepressorR,FEA,0.03474891568108556,0.018014941505856683,0.04990294856657818,0.03955675049590563,-0.01673397417522888,-0.1035578157768824,0.1035578157768824
Fear__Surprise,correct,LipCornerPullerL,FEA,0.036914159466179056,0.021283062872835875,0.07291543481133746,0.04785014798992278,-0.01563109659334318,-0.06924857868679696,0.06924857868679696
Fear__Surprise,correct,LipCornerPullerR,FEA,0.036303894729555856,0.021427884908856536,0.0738435585125478,0.050011060618318795,-0.01487600982069932,-0.06443191418450353,0.06443191418450353
Fear__Surprise,correct,LipFunnelerLB,FEA,2.2869219483540714e-08,0.008817524470994178,9.679820980693844e-08,0.021255606519866622,0.008817501601774694,0.17590619397221388,0.17590619397221388
Fear__Surprise,correct,LipFunnelerLT,FEA,0.0003142231504734636,0.03569915543229994,0.001065624664125341,0.05978235363160754,0.03538493228182648,0.8747236931079633,0.8747236931079633
Fear__Surprise,correct,LipFunnelerRB,FEA,4.942101494691287e-08,0.007875482615405681,1.4775165474604476e-07,0.019073042694827257,0.007875433194390734,0.15855668866712858,0.15855668866712858
Fear__Surprise,correct,LipFunnelerRT,FEA,0.0003659942294027165,0.03588070735249424,0.0012032096304126823,0.05988519091416332,0.035514713123091526,0.8760380513808638,0.8760380513808638
Fear__Surprise,correct,LipPressorL,FEA,0.00012491519230769605,0.003060540986348732,0.0003817734547188865,0.01486307718926325,0.002935625794041036,0.06625707376126479,0.06625707376126479
Fear__Surprise,correct,LipPressorR,FEA,8.971170702381159e-05,0.0031412360459675062,0.00036253562821787554,0.014886155969694366,0.0030515243389436946,0.06836755196972899,0.06836755196972899
Fear__Surprise,correct,LipPuckerL,FEA,0.004395021893843386,0.0976736704051602,0.005955036707190079,0.1381550364710411,0.09327864851131681,0.8643637315113424,0.8643637315113424
Fear__Surprise,correct,LipPuckerR,FEA,0.0036815407827129544,0.09927152728146237,0.00625463758857499,0.14213355668810093,0.0955899864987494,0.8915807939272342,0.8915807939272342
Fear__Surprise,correct,LipStretcherL,FEA,0.07570919566701599,0.008402702834761269,0.13402670097086516,0.02548638966581497,-0.06730649283225472,-0.624189951471144,0.624189951471144
Fear__Surprise,correct,LipStretcherR,FEA,0.08317420189712081,0.01148535457811702,0.1469804263657115,0.026559247528276864,-0.0716888473190038,-0.6313657669474485,0.6313657669474485
Fear__Surprise,correct,LipSuckLB,FEA,0.04769871249479792,0.037395875513200616,0.03457144732674057,0.045678679389889905,-0.010302836981597306,-0.08786931570313562,0.08786931570313562
Fear__Surprise,correct,LipSuckLT,FEA,0.019092840778349704,0.017769198944672323,0.030800125260649156,0.0311251687482023,-0.001323641833677381,-0.018284156170153457,0.018284156170153457
Fear__Surprise,correct,LipSuckRB,FEA,0.03586009659282282,0.02860277360263783,0.027671886437440216,0.036921044825549,-0.00725732299018499,-0.06965689059441585,0.06965689059441585
Fear__Surprise,correct,LipSuckRT,FEA,0.014187538284342651,0.014343575808987673,0.0244043651813977,0.02675995230997021,0.00015603752464502137,0.00231399762272528,0.00231399762272528
Fear__Surprise,correct,LipTightenerL,FEA,0.001459683769634523,0.03220499076979945,0.006136767743631724,0.05047128109551304,0.030745307000164927,0.5216858000878971,0.5216858000878971
Fear__Surprise,correct,LipTightenerR,FEA,0.001390005647482305,0.02424198681138257,0.0063075766302589445,0.03872962315916167,0.022851981163900265,0.4033771789018449,0.4033771789018449
Fear__Surprise,correct,LipsToward,FEA,0.03881265294398638,0.07971810094615342,0.03099680972853247,0.07881599400032456,0.04090544800216704,0.9689222471654088,0.9689222471654088
Fear__Surprise,correct,LowerLipDepressorL,FEA,0.051938074111461195,0.014476709756445568,0.08379638560061756,0.029588920547905476,-0.037461364355015625,-0.3130214619868507,0.3130214619868507
Fear__Surprise,correct,LowerLipDepressorR,FEA,0.05235391512268718,0.015452531721019121,0.08680673728234178,0.02961828941013193,-0.036901383401668056,-0.3162026849751481,0.3162026849751481
Fear__Surprise,correct,MouthLeft,FEA,0.0014323435632085445,0.0017829196710026814,0.0018016777773802116,0.0027284298172316683,0.0003505761077941369,0.029377702706791787,0.029377702706791787
Fear__Surprise,correct,MouthRight,FEA,0.0009256617942857394,0.0042996872470928,0.002225138148673485,0.012222744923933876,0.0033740254528070606,0.464100553689572,0.464100553689572
Fear__Surprise,correct,NoseWrinklerL,FEA,0.004686492965945049,0.003068632029652067,0.015921014337922677,0.005860332622812294,-0.0016178609362929824,-0.009372164275772374,0.009372164275772374
Fear__Surprise,correct,NoseWrinklerR,FEA,0.003268239147956739,0.003008889592993775,0.014277239680734391,0.005134118104772254,-0.0002593495549629639,-0.0014801568820601377,0.0014801568820601377
Fear__Surprise,correct,OuterBrowRaiserL,FEA,0.2503124271250901,0.3122887534152319,0.2033910935427647,0.22773634261631745,0.06197632629014177,0.39522137551427183,0.39522137551427183
Fear__Surprise,correct,OuterBrowRaiserR,FEA,0.260883637971358,0.32272752546503963,0.20872222382515837,0.23045534460833092,0.06184388749368164,0.38600426484958156,0.38600426484958156
Fear__Surprise,correct,UpperLidRaiserL,FEA,0.29830145803169295,0.2696889446739539,0.2525698172249581,0.2612090520283741,-0.028612513357739067,-0.1598776492779006,0.1598776492779006
Fear__Surprise,correct,UpperLidRaiserR,FEA,0.39541919596230585,0.35328953612882513,0.2868480728454243,0.26022774401414833,-0.042129659833480715,-0.19579777109382432,0.19579777109382432
Fear__Surprise,correct,UpperLipRaiserL,FEA,0.09505058301952465,0.04239173153721377,0.14814235513177315,0.07217670945350507,-0.052658851482310885,-0.28713739786719733,0.28713739786719733
Fear__Surprise,correct,UpperLipRaiserR,FEA,0.10164539394867593,0.04298482452457361,0.1667399299652794,0.07226874981580754,-0.05866056942410232,-0.30574144078548704,0.30574144078548704
Fear__Surprise,correct,AU1,AU-related group,0.24827374939714986,0.3086275596705459,0.20018083762370356,0.22467278613013972,0.060353810273396036,0.38933019833416316,0.38933019833416316
Fear__Surprise,correct,AU2,AU-related group,0.255598032548224,0.31750813944013573,0.20546958929077136,0.2287409705118731,0.06191010689191173,0.39172524088153027,0.39172524088153027
Fear__Surprise,correct,AU4,AU-related group,0.045102612942431265,0.03203312761855903,0.08491978999008414,0.04292202926087682,-0.013069485323872233,-0.09154023388386638,0.09154023388386638
Fear__Surprise,correct,AU5,AU-related group,0.3468603269969995,0.3114892404013895,0.25460191621988143,0.24197575395014184,-0.03537108659561,-0.18875464545152515,0.18875464545152515
Fear__Surprise,correct,AU6,AU-related group,0.058015296146102846,0.05669648974203045,0.0883717349524981,0.07085752914124668,-0.0013188064040723993,-0.006282505167255352,0.006282505167255352
Fear__Surprise,correct,AU7,AU-related group,0.0724436394524064,0.08822906660223806,0.11343897848645879,0.1096175470359693,0.015785427149831666,0.08986264218588774,0.08986264218588774
Fear__Surprise,correct,AU8,AU-related group,0.03881265294398638,0.07971810094615342,0.03099680972853247,0.07881599400032456,0.04090544800216704,0.9689222471654088,0.9689222471654088
Fear__Surprise,correct,AU9,AU-related group,0.003977366056950894,0.0030387608113229205,0.015016805091822624,0.0052227606220813134,-0.0009386052456279736,-0.005398985990867634,0.005398985990867634
Fear__Surprise,correct,AU10,AU-related group,0.09834798848410028,0.042688278030893693,0.15709050340178193,0.07191552515721354,-0.05565971045320659,-0.29707953820557886,0.29707953820557886
Fear__Surprise,correct,AU12,AU-related group,0.03660902709786745,0.021355473890846202,0.07333281028442398,0.04890244212473464,-0.01525355320702125,-0.06682199015905135,0.06682199015905135
Fear__Surprise,correct,AU14,AU-related group,0.07534021649092501,0.037808292328379685,0.10454639174367879,0.058485800434820816,-0.037531924162545326,-0.3291042550493405,0.3291042550493405
Fear__Surprise,correct,AU15,AU-related group,0.0364804273806038,0.019345099044049796,0.05030099713653275,0.03964255851624403,-0.017135328336554005,-0.10447364147085311,0.10447364147085311
Fear__Surprise,correct,AU16,AU-related group,0.05214599461707419,0.014964620738732344,0.08527094133770426,0.029571245820071125,-0.03718137387834185,-0.31466475752782713,0.31466475752782713
Fear__Surprise,correct,AU17,AU-related group,0.02631254080808392,0.026934501887265982,0.033486202032205745,0.037635197014654634,0.000621961079182061,0.00319919151642251,0.00319919151642251
Fear__Surprise,correct,AU18,AU-related group,0.0040382813382781714,0.09847259884331129,0.0060548466205981415,0.14013279370240705,0.09443431750503312,0.8781447488801707,0.8781447488801707
Fear__Surprise,correct,AU20,AU-related group,0.0794416987820684,0.009944028706439144,0.14047557895783094,0.025963387781435213,-0.06949767007562926,-0.6281181369633564,0.6281181369633564
Fear__Surprise,correct,AU22,AU-related group,0.00017007241752765265,0.02206821746779851,0.0005664563774628826,0.0368794806337382,0.021898145050270858,0.5198833823445669,0.5198833823445669
Fear__Surprise,correct,AU23,AU-related group,0.0014248447085584137,0.028223488790591007,0.006219611409454541,0.04452840872606936,0.026798644082032592,0.46445670720323773,0.46445670720323773
Fear__Surprise,correct,AU24,AU-related group,0.0001073134496657538,0.0031008885161581193,0.0003652152496238636,0.014873863689606767,0.0029935750664923655,0.06732764325080108,0.06732764325080108
Fear__Surprise,correct,AU26,AU-related group,0.2488203237230044,0.3963972868084584,0.21524762143091258,0.21006560874657146,0.14757696308545404,0.8265295045834734,0.8265295045834734
Fear__Surprise,correct,AU28,AU-related group,0.029209797037578273,0.02452785596737461,0.023849999088504676,0.02922982203821621,-0.004681941070203664,-0.057850362814783916,0.057850362814783916
Fear__Surprise,correct,AU43,AU-related group,0.0031247158729142102,0.013361630696908395,0.010549493184689857,0.038135824651503336,0.010236914823994185,0.09796399516969437,0.09796399516969437
Disgust__Happiness,all,BrowLowererL,FEA,0.20364890998157592,0.0401343979717335,0.16631305008775768,0.05944401817462794,-0.1635145120098424,-1.1187285942040353,1.1187285942040353
Disgust__Happiness,all,BrowLowererR,FEA,0.18631237832654704,0.030609654324926926,0.15881316827048333,0.04403462137250635,-0.1557027240016201,-1.102749601034658,1.102749601034658
Disgust__Happiness,all,CheekPuffL,FEA,0.0024551103065273104,3.918751895460968e-05,0.00945766691958726,0.0002868312952206155,-0.0024159227875727007,-0.25429717684401376,0.25429717684401376
Disgust__Happiness,all,CheekPuffR,FEA,0.0027735684401712334,0.0004681795873152672,0.009968113785269683,0.0011045619733679422,-0.002305388852855966,-0.21661503443450786,0.21661503443450786
Disgust__Happiness,all,CheekRaiserL,FEA,0.29181043352651315,0.44623198611766307,0.2296428072042262,0.22166559923095344,0.15442155259114992,0.7235871081430839,0.7235871081430839
Disgust__Happiness,all,CheekRaiserR,FEA,0.2642519848114144,0.43484947832357496,0.22787594440484002,0.2172030666264344,0.17059749351216058,0.8236998247652156,0.8236998247652156
Disgust__Happiness,all,CheekSuckL,FEA,2.4470741064524488e-05,5.718249835638568e-09,0.00017982248770756756,4.2020382957204476e-08,-2.446502281468885e-05,-0.0026305620152115607,0.0026305620152115607
Disgust__Happiness,all,CheekSuckR,FEA,3.3311644922711e-21,2.6657177958763563e-08,1.9212904871307615e-20,1.9588945194461123e-07,2.665717795876023e-08,3.411231208854149e-06,3.411231208854149e-06
Disgust__Happiness,all,ChinRaiserB,FEA,0.11176969308846262,0.026908567400396138,0.18237478437345392,0.045120122506342376,-0.08486112568806647,-0.4124997219296088,0.4124997219296088
Disgust__Happiness,all,ChinRaiserT,FEA,0.17200349018084143,0.108763430574582,0.17195124896397143,0.09197035987775172,-0.06324005960625943,-0.3341904778189414,0.3341904778189414
Disgust__Happiness,all,DimplerL,FEA,0.10341698908133092,0.2612629382732594,0.11597957506561565,0.08717519101953636,0.15784594919192851,1.3801909148801017,1.3801909148801017
Disgust__Happiness,all,DimplerR,FEA,0.10316488143265676,0.2643406810798648,0.11271261023637433,0.08320631156411605,0.16117579964720805,1.4159586613968327,1.4159586613968327
Disgust__Happiness,all,EyesClosedL,FEA,0.08110458807778993,0.00850256318692013,0.11325605815264372,0.012750830679527677,-0.07260202489086981,-0.6699545533545932,0.6699545533545932
Disgust__Happiness,all,EyesClosedR,FEA,0.0811410500258168,0.018687341569142292,0.10497866633761282,0.030681163780515813,-0.06245370845667451,-0.591851397154474,0.591851397154474
Disgust__Happiness,all,EyesLookDownL,FEA,0.04890534863136148,0.011049522682592268,0.059955559003208383,0.025614360755976232,-0.03785582594876921,-0.9936611177020642,0.9936611177020642
Disgust__Happiness,all,EyesLookDownR,FEA,0.05540130715944406,0.01430572802461091,0.0677494456064653,0.03078266721757717,-0.04109557913483315,-0.9113015267077069,0.9113015267077069
Disgust__Happiness,all,EyesLookLeftL,FEA,0.0452460316170609,0.060349583459187485,0.06964806970853966,0.07728679390684645,0.015103551842126584,0.1860694103769334,0.1860694103769334
Disgust__Happiness,all,EyesLookLeftR,FEA,0.08538495368172593,0.11114809270233146,0.09990275501541945,0.1023299622759331,0.025763139020605536,0.2409297556278822,0.2409297556278822
Disgust__Happiness,all,EyesLookRightL,FEA,0.10500805150592146,0.07184653655050267,0.11186274564252897,0.09737959233711643,-0.03316151495541879,-0.35967476233106105,0.35967476233106105
Disgust__Happiness,all,EyesLookRightR,FEA,0.058790674164710136,0.03634323416289263,0.08459775814178495,0.072338087083725,-0.022447440001817504,-0.3380885702990554,0.3380885702990554
Disgust__Happiness,all,EyesLookUpL,FEA,0.0526659598651114,0.08420309690617736,0.07700989683678884,0.11692781015449141,0.03153713704106596,0.3040401106180494,0.3040401106180494
Disgust__Happiness,all,EyesLookUpR,FEA,0.05271194991125669,0.08416119565663394,0.07717948976251723,0.1169724590627727,0.03144924574537725,0.30274329286502016,0.30274329286502016
Disgust__Happiness,all,InnerBrowRaiserL,FEA,0.042870261616378136,0.038333600584075186,0.04988864940904516,0.03557202491156947,-0.004536661032302949,-0.029542806317348624,0.029542806317348624
Disgust__Happiness,all,InnerBrowRaiserR,FEA,0.0402406018594224,0.04732493757366336,0.04670575944736881,0.04426470003424603,0.007084335714240955,0.04507609812986399,0.04507609812986399
Disgust__Happiness,all,JawDrop,FEA,0.10876266707982257,0.08622985129238202,0.09761784489997939,0.10114927542588602,-0.022532815787440555,-0.12619880962640295,0.12619880962640295
Disgust__Happiness,all,JawSidewaysLeft,FEA,0.00488835742755227,0.0016102913141820801,0.004859068109923494,0.003097201901792171,-0.0032780661133701896,-0.15385237847587163,0.15385237847587163
Disgust__Happiness,all,JawSidewaysRight,FEA,0.007897848655690156,0.0070965104685830225,0.00655257689419411,0.003529244099088066,-0.0008013381871071331,-0.0295014896527511,0.0295014896527511
Disgust__Happiness,all,JawThrust,FEA,0.03868223588235398,0.018395799434197137,0.05698296762780175,0.04310981089034888,-0.02028643644815684,-0.29869342968099977,0.29869342968099977
Disgust__Happiness,all,LidTightenerL,FEA,0.2981366222858074,0.25828635632148084,0.18919629892621223,0.16882865567360247,-0.03985026596432656,-0.22141389222571567,0.22141389222571567
Disgust__Happiness,all,LidTightenerR,FEA,0.2799414716760359,0.2551019273728762,0.18818990664940596,0.1897698588688617,-0.02483954430315971,-0.13210781863600626,0.13210781863600626
Disgust__Happiness,all,LipCornerDepressorL,FEA,0.11643143957419168,0.013155509647920711,0.11786504912917378,0.029219823900866533,-0.10327592992627097,-0.6199667707602547,0.6199667707602547
Disgust__Happiness,all,LipCornerDepressorR,FEA,0.09825104920742044,0.010825344423753023,0.10765389765703642,0.028226953305527148,-0.08742570478366742,-0.5410319709679667,0.5410319709679667
Disgust__Happiness,all,LipCornerPullerL,FEA,0.12403860629879152,0.5638468829400299,0.20766752399905375,0.24086188673778872,0.43980827664123845,1.9484300330576751,1.9484300330576751
Disgust__Happiness,all,LipCornerPullerR,FEA,0.12564717712488532,0.5786678711919011,0.21075516307965875,0.2417396086991157,0.4530206940670158,1.9621518697382803,1.9621518697382803
Disgust__Happiness,all,LipFunnelerLB,FEA,0.0011374386064590776,4.936081126772768e-09,0.0066070050570772535,3.260097917051655e-08,-0.0011374336703779508,-0.02269141950728545,0.02269141950728545
Disgust__Happiness,all,LipFunnelerLT,FEA,0.0037054494070433144,0.0009620250372259444,0.00655361284244816,0.0019463837412354856,-0.00274342436981737,-0.06781808362429818,0.06781808362429818
Disgust__Happiness,all,LipFunnelerRB,FEA,0.0011489397558673703,1.4360893328356138e-05,0.006772507186858893,0.00010522254076891554,-0.0011345788625390142,-0.02284256155001522,0.02284256155001522
Disgust__Happiness,all,LipFunnelerRT,FEA,0.002962436235970985,0.0002537422950951208,0.006422091308666312,0.0011440223046182952,-0.002708693940875864,-0.06681509585978274,0.06681509585978274
Disgust__Happiness,all,LipPressorL,FEA,0.018620562339771538,4.03138603289666e-05,0.054418851475357875,0.0002892133043297218,-0.01858024847944257,-0.41935620558450704,0.41935620558450704
Disgust__Happiness,all,LipPressorR,FEA,0.01871404361769316,0.0011243130255077496,0.05491310674292795,0.002379250849864502,-0.01758973059218541,-0.39408724519990046,0.39408724519990046
Disgust__Happiness,all,LipPuckerL,FEA,0.04466690239111557,0.002996341461332872,0.09894536543441633,0.004487029444671187,-0.0416705609297827,-0.38613897300482286,0.38613897300482286
Disgust__Happiness,all,LipPuckerR,FEA,0.04324851318067585,0.0023661021756901687,0.09588900280702861,0.004306509064551965,-0.040882411004985686,-0.381315803009989,0.381315803009989
Disgust__Happiness,all,LipStretcherL,FEA,0.10378531040281726,0.1267818891165058,0.1446679093324298,0.1461039039163342,0.022996578713688556,0.2132666960834534,0.2132666960834534
Disgust__Happiness,all,LipStretcherR,FEA,0.1078616965191718,0.13289521676764465,0.14780605722725015,0.15625776264468785,0.025033520248472857,0.2204709421639949,0.2204709421639949
Disgust__Happiness,all,LipSuckLB,FEA,0.1284654985704303,0.24228272989299138,0.11012671069799632,0.09517214046870776,0.11381723132256108,0.9707076069826759,0.9707076069826759
Disgust__Happiness,all,LipSuckLT,FEA,0.06836339055219018,0.1359407163446484,0.09793309029247158,0.09059015398215406,0.06757732579245823,0.9334809061737499,0.9334809061737499
Disgust__Happiness,all,LipSuckRB,FEA,0.11156187647240445,0.19223415828366416,0.10398705182747156,0.088140601739876,0.08067228181125971,0.7743048388129633,0.7743048388129633
Disgust__Happiness,all,LipSuckRT,FEA,0.059501595236439185,0.12713040964365813,0.09267149577845336,0.08371735995459434,0.06762881440721893,1.0029184718358513,1.0029184718358513
Disgust__Happiness,all,LipTightenerL,FEA,0.01078156466892883,0.0009832878754531481,0.024313654255671106,0.00650068340604898,-0.00979827679347568,-0.16625697926709973,0.16625697926709973
Disgust__Happiness,all,LipTightenerR,FEA,0.009758413720604316,0.0010172310635292864,0.02233177892932066,0.006756902767936256,-0.00874118265707503,-0.15429706401328308,0.15429706401328308
Disgust__Happiness,all,LipsToward,FEA,0.04191319725471171,0.032669016816944466,0.04794904862243715,0.02072169647810831,-0.009244180437767244,-0.2189657495620007,0.2189657495620007
Disgust__Happiness,all,LowerLipDepressorL,FEA,0.13410445371033966,0.16700282337968814,0.1608825146977133,0.18527464809055139,0.032898369669348476,0.2748937725089706,0.2748937725089706
Disgust__Happiness,all,LowerLipDepressorR,FEA,0.13049145148914582,0.16134597243128176,0.15652536575151926,0.18008901761591728,0.03085452094213595,0.26438798403108943,0.26438798403108943
Disgust__Happiness,all,MouthLeft,FEA,0.009755599564349559,0.007159638523432539,0.0111392179343926,0.006506957144536739,-0.0025959610409170197,-0.21753727650846316,0.21753727650846316
Disgust__Happiness,all,MouthRight,FEA,0.005664014670412648,0.0022894262370890713,0.009952490107263812,0.0033103663495928273,-0.003374588433323577,-0.4641779922190337,0.4641779922190337
Disgust__Happiness,all,NoseWrinklerL,FEA,0.24080601683053532,0.009612272926248082,0.2508259446300533,0.010085799023851308,-0.23119374390428724,-1.3392904784304893,1.3392904784304893
Disgust__Happiness,all,NoseWrinklerR,FEA,0.24070146386259614,0.0033470549814865686,0.25619692655479137,0.006207438818374027,-0.23735440888110956,-1.3546264301199986,1.3546264301199986
Disgust__Happiness,all,OuterBrowRaiserL,FEA,0.0349691367786915,0.050006969828956305,0.04127935098484689,0.054008770892674335,0.015037833050264807,0.09589585925206733,0.09589585925206733
Disgust__Happiness,all,OuterBrowRaiserR,FEA,0.03907723090189351,0.05343153223042745,0.04721082576497574,0.05318696206713306,0.014354301328533943,0.08959368106211307,0.08959368106211307
Disgust__Happiness,all,UpperLidRaiserL,FEA,0.06525532418534884,0.034327000879855976,0.10980988682419106,0.06476062572630863,-0.03092832330549286,-0.17281766073345176,0.17281766073345176
Disgust__Happiness,all,UpperLidRaiserR,FEA,0.07977094952988822,0.08343510837128953,0.11829837206712339,0.166591829247523,0.0036641588414013104,0.017029193611241947,0.017029193611241947
Disgust__Happiness,all,UpperLipRaiserL,FEA,0.27941785154940696,0.29253935144270415,0.20442985478490835,0.1596582458738088,0.013121499893297195,0.07154871839051972,0.07154871839051972
Disgust__Happiness,all,UpperLipRaiserR,FEA,0.29346367233183784,0.28540303344918233,0.2118754028707113,0.16059748492299086,-0.008060638882655513,-0.042012400660775356,0.042012400660775356
Disgust__Happiness,all,AU1,AU-related group,0.04155543173790027,0.042829269078869275,0.047524980794965976,0.0390563980378476,0.001273837340969003,0.008217266521506379,0.008217266521506379
Disgust__Happiness,all,AU2,AU-related group,0.03702318384029251,0.051719251029691875,0.04187181738815475,0.051113875943634826,0.014696067189399364,0.09298676337014565,0.09298676337014565
Disgust__Happiness,all,AU4,AU-related group,0.1949806441540615,0.03537202614833021,0.16144323811428418,0.04862869327107809,-0.15960861800573128,-1.1179177955415072,1.1179177955415072
Disgust__Happiness,all,AU5,AU-related group,0.07251313685761855,0.05888105462557277,0.10854444433856576,0.11086469880145185,-0.013632082232045782,-0.07274638966831157,0.07274638966831157
Disgust__Happiness,all,AU6,AU-related group,0.27803120916896373,0.440540732220619,0.22830716623414135,0.2191864621285694,0.16250952305165528,0.7741598123481499,0.7741598123481499
Disgust__Happiness,all,AU7,AU-related group,0.28903904698092164,0.2566941418471785,0.17987947072229715,0.1682151672001423,-0.03234490513374316,-0.18413176970007053,0.18413176970007053
Disgust__Happiness,all,AU8,AU-related group,0.04191319725471171,0.032669016816944466,0.04794904862243715,0.02072169647810831,-0.009244180437767244,-0.2189657495620007,0.2189657495620007
Disgust__Happiness,all,AU9,AU-related group,0.24075374034656574,0.0064796639538673255,0.2533543835191957,0.0076293168019107615,-0.23427407639269843,-1.3475765902217927,1.3475765902217927
